wallet,wallet_type,n_participations,pnl
0x7ced80cfdae60eb303713d523be09288ac538d62,bot,109,3558.6146089999993
0x6e35f901bf88f7b0eb6e87fb3c8e23c524db8ca4,active_retail,50,8593.472866
0xdc9186bce446e57076e2b4a3d0b683bb25440fdb,bot,818,13368.043409999987
0x824086a180fb702639e4455715eaaff696035771,active_retail,79,-979.7685559999985
0x21f8b27c3b666e11cf7c6fcf379116c8edd15f0e,active_retail,71,3498.2931370000006
0x8aa0bca7560970b995ddc58cd736931df8221160,bot,325,821.2116039999995
0x11d94288def16d483c2f3f5de4e62d239100dc96,bot,178,2569.2818510000006
0xf175cef9932afc267ae6635e617c79e0fe90dccc,active_retail,44,-22.138203000000175
0x8dc5a5ab53dfad57bbcf037635217eff5bdbc988,sophisticated,57,650.3992809999997
0x7a37b155092c159421c946aa44483972ea0791aa,bot,5560,455.0281839999973
0xff230f43ce03c75654aa78e9de09b0dc905dc5ff,sophisticated,69,-5196.5
0xa01b5f5d5eb7b1001086d049ebdda91c0f5bbc1d,sophisticated,202,2064.5206859999994
0xc302e227dc66fce14b9cebc0385f2f5b49583dee,active_retail,36,-2623.9988030000004
0xe204368e0daacfe0376d16f3ff26ec7f73290ca8,bot,291,239.0472689999998
0xb780ca6bb2fd64d0415c97879790546e2df44ac4,active_retail,218,-40.28706799999706
0x8fa21da8c75d6ca5bc788796b85acbd8ee4cd33e,active_retail,67,497.964605
0x4376dd58f786f5a82236bfb8a994c0063c7ec247,sophisticated,69,8871.337995000002
0x4d9cb5c0eb608c11049683ddc853179558555147,active_retail,126,-82.07203099999961
0xc1e591f8925b9b306f38cadb42650315681f7382,active_retail,188,2404.3921330000003
0xa07c39ac29cc1bfc632db9dd6017483e43b411a0,bot,1065,-42222.558309000044
0xe39bb016d42577bb94402d131c03fcc991703aca,active_retail,207,-46.86421099999746
0xf97eaefa3f884d713d86e0a071127997cd970034,active_retail,115,25723.651203000005
0x02de547681e0db4502b31acc458287aec27044e6,active_retail,191,-18.546001000000615
0x71d18bd891bf159c8588d982ee18033f7e1ceb8e,active_retail,93,-101.12600100000017
0x5bd8869b99273f8519543ce27aa09fa0f1fecc11,active_retail,76,457.68857899999995
0x898b0ed5c7a6b5c8eef7bae5dafe2e76a78ce311,sophisticated,303,9099.01079
0xe92357345aee3e5eef80a5910edf0ffe9bb61f12,sophisticated,91,-2485.3969490000004
0x83b3e0ed858bd7659cf5d99451874bbf9848cc0e,active_retail,70,44.054967999995824
0x6a4195e55a541f59a0d99d6607160118700aa3cc,active_retail,61,4352.927214
0xe5f5463e7abd0fd5ef468369ba508780d8abbdda,active_retail,87,1134.8357700000001
0x7f230e7d24c946a216c26ab1bd6a7836b461d89d,active_retail,41,6357.796332999999
0xe704701ec655516d5f4140c80c6f67796d4e81f4,active_retail,107,4982.811562000001
0x10e1bfe2a6d77631aee7abd537400840e5c15d54,active_retail,52,4965.362795999999
0xb71cf5b3266574afd7382270c7db6b95c495b079,active_retail,573,39.75402299999931
0xa8a7e8a3098489b35deaf29cfaa00345f59d9f3c,active_retail,344,-450.328474
0xbeada5f3c66bac520f9470cc5450cbdecbbbc81a,bot,225,-265.2421219999995
0x3f022074cb5e987f8613a40aef51df315c938ea0,active_retail,32,50.002350000000206
0xc8f76c00c599aa6ff2e224fd1966f97cefafb542,sophisticated,335,653.7083239999995
0xbcfe4e87afe7c4e15d692d2b12770bf73e5b9f44,active_retail,77,-543.0934370000009
0x3d9eba6b702e6e07dc197396e7aab42c44f796d2,active_retail,121,11.250470999999607
0xf5f377973ea26777a71fa13c14fbedac36928255,sophisticated,214,94467.87074900001
0xb6741dbab0eb9294f9ca3f64108cd9e87b00f5e5,active_retail,96,-14.625155999999542
0x6475ee01d547f85b3c9bab6d2177804173d4a9f8,active_retail,212,-5.030436000000051
0xb5ce7cae6d632b641bdac8bfd19ba066ca9c5f4f,sophisticated,435,1083.5506209999996
0xd546a8a8f6ad662bae7ed614ebdbfedd8260afb6,active_retail,62,1065.2211260000001
0x345a6a98a6ea0b268530c71ce0e40fc2016c493d,active_retail,34,1370.945799
0xb058a52501e3e841506fef66252c93eb27fee380,active_retail,63,20825.399383
0xc8231bd1472c97e28de0812205d316af01b3a910,sophisticated,69,8792.33889
0x712b1b5547636ed77f652bac53cc3653333a37ae,active_retail,38,1988.912829
0x25633274cf7cc7e628527540060f38a50784cf6b,active_retail,68,-17.349747999999476
0xc0aa8e04380bd53f36bd59b78c0330ae6e0d7e5d,active_retail,78,502.35436500000003
0x44ceef5a3c9976a44d009e2d33803f6b9b9d3efe,active_retail,58,-1575.8501410000003
0xcf5e56d11bc7f19631bd7e6aa93c5d4c28f98b5e,sophisticated,121,-406.4350000000002
0xe93811c34fc72dc3732dafa8918a9a3ee222a780,bot,3614,2647.053441000002
0x34815cdf23cf8cc426153c5c30ef0ce12e8d92b0,active_retail,65,-502.8122540000003
0x75f1ae7b566b64a95500db02d36e85fb2d9184d6,bot,54,15207.465981999998
0x480161a9ca30d3fb492f3b599d97704ddb030c0e,active_retail,48,-202.9696130000001
0x08ad57e02718ddc259241819a4d2220f26bc07ab,bot,11465,203.4366219999957
0xc0490ab1d26109c5452607cf7967e1f45d19a276,sophisticated,97,-3307.4591309999987
0x76147dd0c90bb808358fa186590e51f66cdd5d3e,active_retail,104,3941.486048999999
0x4bcfa9c793a952d0bf86a0e64e1bfb47d46ad2f0,active_retail,108,-108.2467209999997
0x0c3d65369056cae8ecca3f242955d2ef43d7851f,active_retail,45,237.21156400000004
0xa9a41587896db4c65bdc7d122652f4df083db628,sophisticated,124,104.04491899999978
0x7c4042a80922f74e9d4c47968c9d14fe22038074,sophisticated,63,28067.445644999996
0xc89c3632dc7be6bea3d82fba8e5f95f8f1c02e14,active_retail,146,446.87315999999987
0xc30c9317fb728e6b606b7031a3adff443238e1b4,active_retail,102,-37206.01708500001
0x91ba5d48f40d892c13a714d965d8735c3f36c6f4,active_retail,24,604.4409410000001
0x0d10ecfabe2439aa47a81fa71d38cb8ada7372bb,active_retail,20,-2476.5
0x035440f1f3da8184bca3152508e9f9a0802e6198,active_retail,26,4760.9349999999995
0x076d44d55c42928420b535ab1695f896aa3b8945,active_retail,83,83.19451399999991
0x34f701a2e213779ab9225dfc634a2f4856e628bf,active_retail,98,1752.001020000002
0x8618f35f0fad4d796761c0e8d44aa77ac51e4140,active_retail,80,35.07971399999997
0x942382eeabe93ae477ca386a299922b01df5161a,bot,765,-2.7333380000013676
0xb8fcb6181d9a5e8a106bb63a8d6653210623e860,active_retail,96,-0.8940959999999905
0x4403ec4476ec711d5290dcffeb617b45c2bbc953,bot,210,12554.531324000003
0x8913ef4b99950a97532a18cade6f5a68be2c541c,active_retail,80,142.75831500000004
0x7307e4b988a219d4df933a6e512e3f642f3f6475,bot,709,-24024.880533000032
0xcdddc0864632ec6d835667fd9d8c2de9509b166c,bot,1609,-28503.007725
0x3fc0bc83604b2cd2fc93a8ee6e3551a3250891a8,active_retail,57,11179.668230000003
0xa443be178c0eef7dfe8777baf100450128cf6271,bot,86,1009.0
0x1bf91b0a4f9843884a17785752e838c763e217bf,bot,778,2.804947999999513
0x07bd593bbbbc7b6f08831f20e8a1c8d704aab49f,bot,1197,-92.4101590000001
0xab18ad401c0bb87c68614a6a3295ce0b4b25d7fa,sophisticated,68,6159.681199999999
0x7d03f307af9bdba6fabdf18e572be0a26d72f8c6,active_retail,149,-0.3495690000000602
0x292d8b9ee42c698ac5cfe312ff8bdb2f5a0bebf4,active_retail,178,3541.6550529999995
0x4491e5cf02d4be0041b120fa0bfc3049dbbfae0e,active_retail,281,-9.094000000000127
0x9da702fb1a085c49f112246f3aa5850690878958,active_retail,115,640.7234090000001
0x52985d3cd2472ba93db56708058766967c874cc8,active_retail,68,1.2680189999991924
0xbaee79a6f6a597721b37c31e92b3b403ccc0d3fc,sophisticated,59,1716.408468
0x6e00badb5dc88935ac0e14fdd16585cd3db96c73,active_retail,43,1.8439429999997992
0x1373c2939f9cb4203be7fca1c6b812559de41d26,sophisticated,158,-266.5772240000001
0x781ab7dcf349bf121c0af3d318fc5d99a52f840e,active_retail,67,257.98974700000053
0xd0645f477a537c95c10692fd48ccee56d9a4ea28,sophisticated,146,-858.9109870000002
0x61f6804417a677d96b4929956a226fce83ef55de,bot,1109,-3.6133570000015425
0xc433beda5797bd414890a0e03ac474f6645db934,active_retail,99,6.791148000000959
0xa6e35e000d10316fb45b4575f12cc90e5e876dfe,bot,770,28250.876947999997
0x37c17fbde930439676805f5cd8c102d72bd7b9fe,sophisticated,141,15900.015447999998
0x5a8e6f7f4ef52b1c1e29969c85d2f523e7c3f55f,active_retail,45,10248.939457999999
0x5fdd66ffd0325d4e8d1d86fbec50caa31770a747,bot,111,226522.08462399992
0xa27784fdd82be53ed2cfcd4e103285557f4d4870,bot,1198,-39.85087499999872
0xb969cc642dbd8fe83fe81100b6bff2dd14599974,active_retail,72,-177.40641500000072
0x9fa627977ba986d0f56b8bf035ac5958c971419e,active_retail,44,544.3843269999998
0xea5981ca48dc40c950fc1b2496c4a0ef900bb841,active_retail,66,-9.300000000000011
0x3994f9d776f7e5d5bc7730368156c0cc74e2f3d4,bot,859,-528.6126339999989
0x83829c3d0a524a510e26435c4b244ed35ef76c17,sophisticated,24,67.01158699999951
0x4fc2293dacbc5455afe695b287952f56916621a8,active_retail,176,-36.318798
0x4f79972f7f7901bc0635d6f43948c6e06fa25263,active_retail,28,2224.244287
0xb2c66db3fb171eada3b505a2edd2ccae60826050,bot,592,1486.7537140000004
0xcecfa637930c93baed309d20d68d46075248047c,active_retail,65,165.7748910000007
0xd52e2c7edcd9a2502364fac44789c0572530008e,active_retail,46,18.337996999999326
0x5ed18dd77faec215dd5166461b3ff0822d9474df,sophisticated,403,-3721.3713909999997
0x6528a90cfc08cb860352aa8f3feec1058f640082,active_retail,35,3602.716382
0x50b731a7dcc124229d75dc177bd87f6d443334e4,active_retail,105,1589.0234759999998
0x07cf82d36fea3a30930f09dd68363bb388e42ada,sophisticated,118,4155.807787999999
0x822d46f95d64449d23df0e59d5a4dff966dd5aad,active_retail,83,-0.7287280000006596
0xf6661b2783e4c1b298912e8d70c420fc1a77d492,active_retail,39,654.669725
0x11c5ba28ec0aec8ef90af706f05f2be28d9ec203,active_retail,94,3774.1891129999995
0x416ba0937ea9cfd53ae3cd7defddce856fb2dffa,active_retail,92,492.07415899999967
0xf3624e2c9e034e2b498e3f2ab0ab0655553cb48a,sophisticated,123,586.7999999999998
0x22b5b49a683bfafd29e3830dc81a525f52e5e15f,active_retail,147,-4.705069999998831
0x8bf3a662e4b318e22eb788cfb24d3b73a0a38ab8,active_retail,50,29.628991999999815
0x1e3ea1e2875db1f2dcec86203541d3ba53153f12,active_retail,161,-243.41883199999995
0xf9880739c4c201afbcb447e808040d896b79555f,active_retail,45,5.94808600000033
0x7a6a7988280e0567dd30bf8fce2158681c49627a,active_retail,62,3538.170582999999
0xfd0e12e8e6f33859a247c4f764250ada6f5fd918,active_retail,52,4049.040216000001
0x8ab9f8990798673f0d2dccc704051d49a8c6a857,active_retail,188,-15.542044000002761
0xb1913a5743c05e87ebeabc341edec7766b117680,active_retail,54,2450.2581949999994
0xe6271d1173a0ef85d54b06987d81e9b7c8aa3157,active_retail,63,10064.293339999998
0x979aaa67fc78017217fecaf0fbbe5a1f6c9ed869,active_retail,79,288.78153699999996
0x130252b8f1ba2a1d235ff631daf9074886b43d97,active_retail,102,97.81975700000027
0x8e62d367a0944175726fc404cf2d45c0d6cdc464,active_retail,129,-26055.961490999987
0xd01d36e3d61974f2ddb44040816ad836232bfb51,active_retail,410,129.30188499996802
0xe3e65588756b39375af7470648b70d64c9efe514,active_retail,34,9899.450554000001
0x9840d050cef2298449e384528c7588e73d938b6d,active_retail,207,480.1306030000001
0x5be4a627ff050cda465601aea730e01461a209ac,active_retail,34,619.441507
0x4f3c52df2433483ac92264f779131b9779164c98,active_retail,63,1149.781286
0x44e0fcab2f3d7814b06487c331b73303a74dede8,active_retail,60,1482.2006420000005
0x067d08be2b805c0cb0174c059237503c0f462160,active_retail,33,195.28694200000047
0x06666d0a7bc7aece2c9b83508f69b9c1f0430f5a,active_retail,59,2059.6189000000004
0x3004f249db79b4cd37710ca3fc7115cdab62c981,sophisticated,185,589.6961810000004
0x60e533a513ac48898e5beee21e06a99da43d72e2,sophisticated,126,3503.035384
0x58d5b255e605283f6c0837a163d7b5d1afd1e8e5,active_retail,44,-10.577648999999383
0xb9e976e6eea209501c4b34773f6e624f1197e211,sophisticated,48,12214.643672
0xce345a5886db8e81110db667078bf5db70c8e522,active_retail,45,-480.02390699999995
0x0278604d2452696e0663c1de6db524060eafbda0,active_retail,103,-144.38892699999946
0x54443cf6ed2d8a6333a3763b53f6e3d494982f60,active_retail,41,311.126175
0xddb6e8206970f7743bd647e218f6e14c9b6f5465,active_retail,102,-913.1726019999992
0x8692c706f4dc121f5ca114b7fd9688b3dd55f1bc,sophisticated,100,-4034.87803
0xf184fbf3e70236ae0ea85b696468c8322480c247,sophisticated,83,3319.2682590000004
0x96347acc813e26396db02e46623a6f10809c3763,active_retail,40,658.9319469999999
0xd760f83bfc26c6088133dda45e6cc989334a00c8,sophisticated,588,1733.4329999999995
0x0a0e6024b623ee540948981106b3ec1f0648b0d5,active_retail,24,200.19704499999997
0xddf596ee2f5d636300f9598ffcd0d9d6545e5e00,active_retail,71,-5.860536999999908
0x98668f4a8a8a4d4cee3686423b4363c15635a712,active_retail,26,2282.0485859999994
0x20bc95b3004508e2a5d57903a4c6f114d92b9408,active_retail,68,-2.1124039999992177
0x25bd2b12e86f2ad566632c3a298d950ff25d4baf,bot,1594,2155.4050339999994
0xc31beb8fe55b7798cf007ebe51b20a0dbcaedbc9,active_retail,69,-964.7643299999986
0x466b79af5ad26ddc2315de0178ae83cc74b04bdd,bot,250,683.8553929999998
0xa2af946baf9980a0eedf27e2139c458e38cac7b8,active_retail,30,1.062529999999981
0xe1162e921c682b41dc0decca601eeca10bd68312,active_retail,93,2107.4469189999995
0xa7d36fb7d34db7fe9edd591ac6fa28eb47d15cf2,sophisticated,62,5544.685228
0x40bcf01fb86def0ebf690ec6ccb9bf1991b359ed,active_retail,49,-7394.993963999999
0x69a15f610397a97545c914964dc37e176727a901,sophisticated,134,20565.664867
0x02e02590b70730d6520780233d2cfed442fc93db,active_retail,64,1030.8248599999995
0xb29f34cb1eb0cad63a46b1eabc83489810b5e2d5,active_retail,65,-1.9703989999992473
0xb14940eb8015ca625221c5309a15318cecae18c5,bot,187,51463.41215800001
0xf619c10c768286203a6c84c17623362fc102d903,sophisticated,166,5103.997516000001
0xae00c504335b479f74cd58575c3f0548364af09a,active_retail,49,1982.55829
0xe2997c32e9b572df92705824ce4d66c6378b9945,sophisticated,591,-29003.304296999995
0x14cc266c0e47181a80d8f86d6f496a037eb7f297,active_retail,160,-19.10758599999993
0x9acf289ecd81e7c038e65735b540665520d94937,active_retail,266,520.5839959999998
0x2dbb96bf1a969d282a9186018b827e3b03efe1a3,active_retail,84,-65.93042499999977
0x44e45692525997813fef1a5a959fa0efc08a7626,active_retail,110,1123.343875
0x24a0378a49259379249e9dc8b859fef4fecbec28,active_retail,34,2989.5653770000004
0x65fc03cd71e89bd78701d2e313368932c0c25974,bot,595,11.854098000000118
0xc8f3e1ffe2039a9eae8227ba4e61f1b2ba7d1d61,active_retail,45,-245.41680599999972
0xbbed2c1dab391635901692e55a05094707ee804e,bot,194,-6877.490387000009
0x8ad21473c6ca3fb2b8156b41f07443ddbcf9a2b0,sophisticated,125,2191.05
0x23b8212feb0af331730112dee3a4467cc103f3e5,sophisticated,169,14856.657311999998
0xa959ec6be6c5b86a115ab2fb132fd19b3de439be,active_retail,64,1954.5019649999995
0x5eadf94ac5453e319fb0adbc6763d58596048f81,sophisticated,60,12777.002812
0xe8ea257bc60fd6f57a46fa7e1646d269982fc413,active_retail,112,62.47422700000107
0xaac9e50f7dbcf72f732395f534917c6a068cf421,active_retail,28,266.3928449999994
0xd151886d483f2916a654edfc1484a50b104890b1,active_retail,44,724.8525639999998
0xba15fb3c42520a31e9c660d3c78d1181e63befa2,active_retail,171,2145.4675270000007
0xecb98ff2542d9c57ec36aa3ecad3734b9e295a12,sophisticated,263,24757.0251
0xba94758848f955d5d727b1644ee6653aba6bc78b,bot,784,-1756.1081349999993
0x0566b3207a38a435551bd1269f2cf34b8e3e9b36,sophisticated,101,3020.255271999999
0xbeb220e0665e18da9afc37ab90510b4953aab716,sophisticated,149,10573.717434000002
0x0da9c128af6a88d04925283260e67243d3c924fa,sophisticated,82,-621.0956720000031
0x9351d0d0e39cf71defd8152baa19016899935cdb,active_retail,133,2.3039909999980637
0xa6d96120f9972d76b4518e0adf49d9ddde40071d,active_retail,64,-1027.3470169999982
0xd095b5925790e48d692fdd3f4c37c3713f218b08,active_retail,96,-1008.347068
0x0dae9f9d4c02b4501d4c5b674fd7a3230ab1b2e1,sophisticated,60,17189.663706999996
0xb38b616d2acd748487811948bf8fb956fa018bf6,active_retail,397,41.00236700000437
0x35ddcacc1b33a625d4cf93564a3ee6fc733e5c6f,bot,1591,1690.2651810001407
0x20c859408aa6d4c5608c8b437e45324edf486ca3,bot,17418,-257.38063500000214
0x679f5bb1c45019f1fdeec6c0b6ae6c7a6b36f44c,bot,55,2482.55845
0x8ecf025e456d0c37843789a717e24ed873151e8f,active_retail,101,-121.07671599999975
0x51f8fe8e67bd3c74db80b58ef7c36c0a9332e23e,active_retail,178,3213.6212630000023
0xf64a8755b3c6d1d2d33cfb995c91b96e1a90dd99,sophisticated,91,4802.150802
0x31c958b698e2efa97212f20c56c3c1e6005f13d8,active_retail,96,400.889805
0x96f91943667762bbce634653e01e1a4745611d08,sophisticated,505,6781.155119999998
0x422c44b991bcb56bb16b789e840f015333ef9840,bot,1000,3250.174881000008
0x60e2c6e0a00b1f0ad0272fc1ed542dd6aece9bd7,bot,19137,2124.6584309999903
0x7a33a8a5de080810b6fc12eaaddd80a80dcafd9c,bot,1355,-20.32650000000031
0x26e84534e00b961abf527fc178f637c3d9a47691,active_retail,73,2259.5649700000004
0x9826153940e48bef5c9c9dc99cb6eb3e25f76541,active_retail,155,373.5057770000012
0xd1d03fd3c7cbc10279cbaf4ce5d7cce40401d22e,active_retail,88,-464.84572599999973
0x17479261a66c8619c0be35c1c016b6893cf87e6e,sophisticated,47,9844.569871
0xf5e60a0a2e25a646a3974914ea5dcb78ff472d81,bot,2613,900.7663020000011
0x8adfed4d8b8cdd11fb96a53346e235fa1941a184,active_retail,30,5.684341886080801e-13
0xbeaa47727d3c687a47f4bf2741fd03efb9aa6732,sophisticated,193,-2786.624136999996
0x847eff05bb69470e32ae797706c09cae820e536c,active_retail,207,1695.3479910000005
0xd8ebb459de03c0d819c75db23509d8fe998efa73,active_retail,54,-1258.6085500000002
0xb207f14407c1087fadac180b6860a873200ec751,bot,876,10751.388006000005
0xf02db46acae920edccfd3801c2820bef59a7efcf,bot,171,8336.063372999999
0xf79294b567bbc63f61948a869f180348ce54f4bb,sophisticated,440,9133.24599
0x4b52b66985187aafd5a6d336a6ee4afbc9a12d3f,active_retail,66,6.240547000000019
0xbf39db2483d38531cdec199b78b11c0789b9468a,active_retail,220,16.740726
0xfd298c57a5844392757206703ee2fcc3e1f65958,active_retail,72,-85.03674000000001
0x58236fd76d6a5cc559582909a52c73285af1babf,active_retail,38,3899.955566999999
0x58c79457a516a7e8b9816ac60e791edad70baece,sophisticated,111,11877.311645
0xe906f8a6adfaa3314f2976300b20329adfa5aca6,bot,4311,1220.1275049999997
0x6368e29f1e5c692dc2a4c7da2573922e9ca6183e,sophisticated,88,2973.2844170000008
0x68b09051788f865f6a2693543a849b2c416ec482,sophisticated,473,2988.1948960000027
0x86c2745f22aafe88b91874d42d9b73aa1038297c,sophisticated,153,39331.884905
0x970c4972c6f56981d7cfa833d270a8224f7bb40d,active_retail,84,3250.186276
0x6a4ab9159b5dbacbb341b66633a97d5a4e3bf9bc,active_retail,37,0.7863479999992823
0x7d2616f61c61edade195a148997393dce857ff3b,bot,4354,13377.970361999996
0x2dbec72853ca57473efb4b1b90d39a664685a748,active_retail,178,8.416843000000062
0x87c30159dada4008d8d7983db8005181a3a59b4f,active_retail,58,16443.526695
0x8a737134d48d3da3a66015253bcb507cc994b29d,active_retail,70,-197.10953900000047
0x9c511c955408af597ca40f0bf19a88eb99598cdd,sophisticated,204,13568.434281999998
0x064385184c8e85405a39ba772598b2ddfee8c134,bot,2768,14291.99908700001
0x77ca088ecdbd8cfebf32b79058a715f28f750de0,active_retail,77,12.070468000001092
0x1c3a43493cacb44d36b3b929850bfa1ee4c46aad,bot,3942,10574.594302000003
0x6810460f43f1299227d4504a3643e680851ff93b,active_retail,33,-4478.243587000001
0x1b6022ae41ad7a0b387a88c17885c754436ca55b,bot,622,47349.473686
0x0d5aea1cb76060f9e9137dfe74b58f8ab00aa457,bot,9219,-8236.211449000017
0xaabb44e7746e36af8c6f1b5e996a06669d00fa95,sophisticated,368,-24025.65503400001
0x91eb764b126aa6c07436552454ea3b716fc19325,sophisticated,234,1850.1856099999993
0x808c00824715b0945791e338dfc7d8618f5af6f9,active_retail,130,652.2881199999998
0xdec4d67721725cc50dde8cee1c966f475cf8eaf1,active_retail,151,50.04086800000001
0x060da069c1ff44e1a87b68a0eb54357c046e1c18,active_retail,22,744.916999
0x6b61b495ee20b5a161b7f75649e3b8888b217a33,active_retail,208,3346.230909
0xfcd807b7eabd09da1a2b7d58658fa00543d5a2dc,sophisticated,70,2538.245726
0x44ffd57adfd9d24852e2ad94b350194ddb779bd1,sophisticated,377,2080.8706169999996
0xe46d1235abb13f307dbcc3543150e4f500d581ee,bot,1341,951.9644380000005
0x032028103de54f0c80115d8d7b9c2e967a3ed00f,active_retail,177,2095.692563999999
0xf10703550653dd59972d7abbc2679f71341ac68b,bot,30623,18847.181219999948
0xe4d7add21a786c673d48a314f3b57555850145d8,bot,63,20.009437000000275
0xdeee13d07be931c4502d8c0725c3d55520a88e02,active_retail,32,29.962697000000016
0x78b984c3ab733331a4806de0395017de67207046,active_retail,38,12978.826393
0x33642ca43ddb923eb86f65051988b683295f7e27,active_retail,112,-138.5761629999992
0x03bd3a2186f6ab880a52a0d7c7f31d4f875a3e5c,active_retail,109,4075.0359250000006
0xf167099c50dd9189c5b5c1994750fa47e44c0639,active_retail,126,440.30075999999997
0xc72243446b0a5a868164c013a8aa86c82b8d3225,active_retail,135,-1893.9969540000009
0x5976d58ab038fc1805ed68c948fca83cba1ae3a1,active_retail,93,2689.276626
0x172476b6471e2194f9220e3ea9827cbe8e1864dd,active_retail,104,7045.0464600000005
0xed2b4da877bb0c5e4cd78f874957af2430fd3aba,sophisticated,229,5976.680793999998
0x0109c407b1926090c6f45aff5ce0313cfb727faf,active_retail,71,71.17961799999948
0x9973c91648edd2ac49f2c465d13e04feefd6c592,active_retail,50,7.773312000002081
0x914ab012696665070d02f993da8ad2a19197429d,active_retail,41,2775.2249930000003
0xa662ea2f62093081299c9b2235c0fc6e8643d335,active_retail,20,5410.5
0xa53da74f122f564e289c8fe45ecc6d5a3de86b23,bot,397,-4634.762945999981
0xc52c3abbfa273f97090ec0f9958a551db1aa92d6,active_retail,58,-59.072926
0xa4cc7bec832cd81d4b0785569880bb8a93c42280,active_retail,114,2.6043080000009127
0x59777a9ed42eb1cc6c4bb1d0def6f738ff90a4be,active_retail,53,876.8249779999999
0xec3e0df14f912f72657a6d28ce4ea6f32b481d9f,bot,1616,2467.160665
0xe6e3c59695bfadf94061d5dac9401ce43da0db02,active_retail,68,-7.156983000005312
0x798355dd9d0fe29994c151c61d8c82219da88638,active_retail,86,479.53793
0x5f56951213d9c6756f868273bfec4ea78dda268a,active_retail,28,1721.6993929999999
0x27f2562cbc449f6b9f5f4fdb81a3d519e7583561,active_retail,137,1250.028531
0xb30fe15964655f469c29a0b7b7a7305ff02a9505,bot,1187,263655.4940449999
0xccd29ccca66e4abfcde985d027a775540e5e26ae,active_retail,47,468.900693
0x65f093d38d42f153f067e4ff3cec4d6df699f661,active_retail,234,-129.04413999999565
0x2a7484753f948891d62f2f3d504d3691e4a9b9b3,active_retail,91,13773.398548000001
0x4fd62e9fad15801ff578e05c2f805802bc7a6945,active_retail,53,-16.279968999999255
0x65ce656b55b892307fbb9610a3196b2954fadd75,active_retail,75,424.65846899999997
0x52ef4655e1ed43d7ac56da35f9a6842ed4eb7054,active_retail,173,137.09831099999838
0x2953a06430e0d347dbc4713036f51bb8e3995344,sophisticated,307,-1483.7527419999988
0x95706f474d6df29d228ee001a47fce4cd0ee63e3,active_retail,44,-95.15984600000009
0xa30fc484bb00546c207d7d352a45906f373e7e9e,active_retail,52,1.3000880000005903
0xdc8a3309c726c8a671afd445cdaf37083ecdd3d6,bot,56,-7.300000000001091
0x9aed38be0da4ead49647d8f837e46381efd6b8bf,bot,1276,-12.643379999999787
0x9191168dfd901075555a9210b6f1b90de248e682,active_retail,40,9.420511000000545
0x2e84451c58f540b41f0c9eceb4a36af8be583f23,active_retail,49,3552.4709920000005
0x6e4435cddc2562cea9491ae7278568859b793c0f,active_retail,849,74.2370659999915
0x44a84cb3aac1ba57159db60d6e5e3728444da833,active_retail,101,-6093.1481429999985
0x9afcf685bd1d5b85fbba0e2d8840443594c74280,sophisticated,106,18975.971215999998
0x2288637b91832917b3b633c5fbff1e3bc28c57c8,active_retail,64,0.0881479999999226
0x8c48edc53025ee8973d068386fda7c1064ac2b10,active_retail,144,1740.1480970000002
0x3ad147b6ebf66b357d3e807335cee6507bf25bed,active_retail,87,9.897880000000333
0x037bbaef99a452653d712aab4b984862ad072d34,active_retail,65,23.259974000000398
0x5a6bdda9047e09efa2d5b6f8de99bcc962de1a3e,active_retail,186,754.4115430000002
0x364347728e01d9e5170fd9d9dcbf1f80079a0fc9,active_retail,40,-0.00048100000003614696
0x79f145cde70b4fcdc9940dd8fb880b4ba2b3b8e5,active_retail,49,83.82349599999989
0xeb490cce328d3e7fd60c0ebfe911f7ec52ad75d2,sophisticated,103,-8.697814999999599
0x368f863932c3f655ed71b000cbd4565f1b3caa84,active_retail,103,560.353944
0x5ed340e8d96eb56b4fae82d18f94d584430b2d17,active_retail,22,54964.99509900001
0x01c1d5923269be6488c019d46a76ddb2bc4a6038,sophisticated,103,3485.53249
0x97f16e79d76a5ae27f8ff98f8b85f082d611cd34,active_retail,69,4.173268999999856
0x39a4ce07c865739b607cf09029404a5cd0d0cfd0,sophisticated,89,18705.589547
0x5b163024f1e37ebdb00298d34ce9899005ef85e0,active_retail,35,1696.453296999998
0xc6e18652b1d551d776e8779fb7454287b305456e,sophisticated,135,-1881.3926240000005
0x2915dde9e7ee9872f24ad5c2195bbc1999d34bdf,active_retail,127,604.1525740000006
0x960a756f56cc0cae44eef89317af5bea3cddda53,active_retail,104,969.3030740000002
0xc2b6e88f02df23418ee267491ddf12664b6d8d5a,active_retail,18,501.0
0x8389a722ba7dd233f54de06312b6bcdadec61899,sophisticated,262,12802.266588999995
0x17f0e4f377b6b0140a274466ed5bf58a4e332e03,active_retail,29,493.876278
0x1190b18ddbf41ee89798077c42fce20f261f936a,active_retail,74,1692.317639
0xa16afd03bcd27fc4335769cbacb438812106c7ee,sophisticated,51,-3229.240891
0x7cdf6851a08bfa4c5c39b94f7dcd0e68808a0681,bot,1458,139.98424999999932
0x950c28107e0e7a7ea561510fbc34e72aae7445dc,active_retail,40,-14.43412100000046
0xf50732d433d1f2281206e0d5fcf37d5bfb4927fd,sophisticated,103,2241.9819020000004
0x72725ce9b72f99e3e9383ce13fa83753c97c37b8,sophisticated,243,0.6049430000000484
0x8ceee82e0bf8a7de87a8aee48a858076305d088c,active_retail,71,15.323179000000437
