total_trades,total_usd_volume,participations_bot,participations_active_retail,participations_sophisticated,participations_casual,participations_one_shot,participation_volume_bot,participation_volume_active_retail,participation_volume_sophisticated,participation_volume_casual,participation_volume_one_shot,participations_unclassified,participation_volume_unclassified,active_wallets,flagged_active,total_participations,share_bot,share_active_retail,share_sophisticated,share_casual,share_one_shot,new_wallets,date,total_usd_volume_ma4w,total_usd_volume_ma13w,total_usd_volume_ma52w,total_usd_volume_z52w,new_wallets_ma4w,new_wallets_ma13w,new_wallets_ma52w,new_wallets_z52w,week
15430,3790665.609148999,24463.0,3236.0,2835.0,310.0,16.0,6137233.616031005,634760.5291790001,772593.9962170001,35082.234375,1660.842496,0.0,0.0,1281,5,30860,0.7927090084251458,0.10486066104990278,0.09186649384316267,0.010045366169799093,0.0005184705119896306,256,2024-02-19,5601820.646290246,3959259.9070114577,1599436.8277840565,1.053759728111585,434.0,401.61538461538464,240.59615384615384,0.05904179077543894,2024-W08
19339,4288216.420070001,32061.0,3070.0,3245.0,286.0,16.0,7095893.236367,543615.8280080004,890804.0604100003,44211.558161,1908.157194,0.0,0.0,1245,5,38678,0.8289208335487874,0.07937328713997621,0.0838978230518641,0.007394384404571074,0.00041367185480117895,364,2024-02-26,5124673.110936748,4246673.540088151,1673285.502765922,1.2417931141614322,379.0,414.0,246.30769230769232,0.4521884928809692,2024-W09
24543,6985466.165873995,40653.0,4135.0,3637.0,644.0,17.0,11233971.529247995,1147981.180606,1483999.926534,104641.69852799998,337.996832,0.0,0.0,1605,7,49086,0.8281994866153282,0.08423990547202868,0.0740944464816852,0.013119830501568676,0.0003463309293892352,234,2024-03-04,5112186.623712498,4713205.978215458,1802597.9276948448,2.3339054521672318,296.0,423.2307692307692,248.96153846153845,-0.05767477847396078,2024-W10
13358,3890767.018932999,20980.0,2861.0,2639.0,212.0,24.0,6441126.642025997,311617.8017099999,994065.786823,27869.479712,6854.327595000001,0.0,0.0,1188,7,26716,0.7852972001796676,0.10708938463841892,0.09877975744871986,0.007935319658631531,0.0008983380745620602,192,2024-03-11,4738778.803506499,4948767.901711457,1872181.9918408832,0.9058154454677132,261.5,427.0769230769231,250.6346153846154,-0.2266114444471074,2024-W11
14792,4440302.2843679935,24781.0,2259.0,2327.0,206.0,11.0,8067217.480218992,217301.752524,572121.5928720002,23210.492808000003,753.250313,0.0,0.0,1085,6,29584,0.8376487290427258,0.07635884261763115,0.07865738236884802,0.00696322336398053,0.00037182260681449433,213,2024-03-18,4901187.972311247,5236728.561210612,1952826.5242412102,1.1083423211668426,250.75,434.7692307692308,251.17307692307693,-0.14759439250044545,2024-W12
14143,6399363.358986003,23712.0,2002.0,2330.0,228.0,14.0,11299658.278516997,338407.30380900024,1133838.2513539998,23268.130755,3554.7535370000005,0.0,0.0,1095,4,28286,0.8382945626811851,0.07077706285795093,0.08237290532418864,0.00806052464116524,0.0004949444955101464,183,2024-03-25,5428974.707040248,5669388.856111689,2059445.8957702678,1.8694318153709748,205.5,408.6923076923077,243.75,-0.23837950548624923,2024-W13
13226,4668073.161909997,22480.0,1793.0,2012.0,159.0,8.0,8532956.629210997,204705.7209980001,579840.028088,17689.70031,954.245213,0.0,0.0,1056,8,26452,0.849841221835778,0.06778315439286255,0.07606230152729472,0.00601088764554665,0.00030243459851807047,199,2024-04-01,4849626.456049249,5735743.1444369955,2098041.6852161526,1.0944478000244144,196.75,307.15384615384613,233.84615384615384,-0.1416116973515521,2024-W14
13434,4166072.021162992,22877.0,1741.0,2002.0,227.0,21.0,7451773.659273984,421418.065197,416457.0023419999,40690.653987000005,1804.661526,0.0,0.0,1031,9,26868,0.8514589846657734,0.06479827303855888,0.07451243114485634,0.008448712222718476,0.0007815989280928986,261,2024-04-08,4918452.706606748,5283778.406597534,2146187.17256271,0.8541652498793499,214.0,304.9230769230769,234.92307692307693,0.10597697760808099,2024-W15
13199,4120179.016135997,21783.0,2128.0,2156.0,292.0,39.0,7116317.278813995,406229.5604790002,675924.232229,40368.45343899998,1518.5073109999998,0.0,0.0,1117,9,26398,0.8251761497083112,0.08061216758845367,0.08167285400409122,0.011061444048791575,0.0014773846503522993,296,2024-04-15,4838421.889548748,5242583.911052689,2211377.6056288253,0.8048362986990886,234.75,307.84615384615387,237.96153846153845,0.23610411223671599,2024-W16
13194,4119023.002506,22434.0,1776.0,2003.0,155.0,20.0,7343065.360385002,261223.704653,586068.3555870001,43576.628765,4111.955622,0.0,0.0,1019,5,26388,0.8501591632560255,0.06730331969076853,0.07590571471881158,0.005873882067606488,0.0007579202667879339,279,2024-04-22,4268336.800428747,5037288.079623613,2283119.1657551522,0.7740340451079342,258.75,304.38461538461536,241.3653846153846,0.15353413311605987,2024-W17
16139,7529575.680601001,27695.0,1967.0,2334.0,246.0,36.0,13798837.623358006,383743.82952300005,836314.41392,39078.57998899999,1176.914412,0.0,0.0,1206,8,32278,0.8580147468864242,0.0609393394881963,0.072309312844662,0.007621290042753579,0.0011153107379639382,792,2024-04-29,4983712.430101497,5139808.781094151,2422086.034640364,2.073252981262219,407.0,320.38461538461536,255.48076923076923,2.1016951959858323,2024-W18
14246,4355195.569520994,23740.0,2489.0,1950.0,282.0,31.0,7612294.492093991,380464.121321,673988.431214,33133.546290000006,10510.548123,0.0,0.0,1165,9,28492,0.8332163414291731,0.08735785483644531,0.06844026393373578,0.009897515091955637,0.0010880247086901586,4546,2024-05-06,5030993.317190998,4933638.277613382,2496857.5012837676,0.7548025879044877,1478.25,626.5384615384615,341.0192307692308,6.50258473108938,2024-W19
27928,6099339.656766981,39996.0,9498.0,3903.0,2345.0,114.0,9897831.43991798,754852.7219380004,1420849.3302300002,114694.1711049999,10451.650343,0.0,0.0,3614,19,55856,0.716055571469493,0.17004439988541964,0.06987610999713549,0.041982956173016325,0.0020409624749355487,4969,2024-05-13,5525783.477348744,4988633.76661415,2597108.5272974214,1.4003441553566571,2646.5,983.3846153846154,431.4423076923077,4.981535765587136,2024-W20
50064,8799620.022898983,61474.0,27829.0,8050.0,2657.0,118.0,12178501.811427992,2694919.3773649945,2557429.3953600014,161752.48876299988,6636.972882,0.0,0.0,6794,36,100128,0.6139541387024608,0.27793424416746565,0.08039709172259508,0.026536033876637905,0.0011784915308405241,5507,2024-05-20,6695932.73244699,5373937.952287226,2752415.6923166513,2.2994971739368975,3953.5,1387.3076923076924,535.8076923076923,4.324755636587186,2024-W21
67391,8811685.459661989,81033.0,44369.0,6833.0,2428.0,119.0,12499873.25220499,3157001.787780008,1728218.8966670006,224803.735127,13473.247545000002,0.0,0.0,8245,35,134782,0.6012152958110133,0.32919084150702616,0.05069668056565417,0.01801427490317698,0.0008829072131293496,4502,2024-05-27,7016460.177212236,5721897.1091789175,2889803.7609090167,2.1490270114241063,4881.0,1705.6153846153845,619.9423076923077,3.0507484009385553,2024-W22
71244,9372603.09571196,90698.0,39228.0,8457.0,3022.0,1083.0,13873552.48426497,2099184.887781001,2529938.310504,236024.99695899995,6505.511915,0.0,0.0,10860,45,142488,0.6365307955757677,0.275307394306889,0.05935236651507495,0.021208803548368984,0.007600640053899275,3926,2024-06-03,8270812.058759978,5905523.026858761,3062723.4745947653,2.1950203017007124,4726.0,1989.6153846153845,694.1923076923077,2.3943295195214547,2024-W23
72504,8227125.568922969,94010.0,39316.0,7326.0,4225.0,131.0,12304745.357107984,2240787.951037009,1649738.8020020004,255699.465922,3279.561776999999,0.0,0.0,10264,28,145008,0.6483090588105483,0.2711298686968995,0.05052135054617676,0.02913632351318548,0.000903398433189893,3851,2024-06-10,8802758.536798974,6239089.0691656815,3211440.945594611,1.706910652975663,4446.5,2271.076923076923,766.7692307692307,2.1784554986773434,2024-W24
75083,13555819.98645798,98002.0,38859.0,11047.0,2180.0,78.0,19635593.532556955,4311914.008603992,2819914.1197350016,321666.17253700003,22552.139483,0.0,0.0,9465,27,150166,0.6526244289652784,0.25877362385626573,0.07356525445174007,0.014517267557236658,0.0005194251694791098,5218,2024-06-17,9991808.527688723,6940282.738557219,3465802.9189832653,3.1132815593297387,4374.25,2656.076923076923,865.2115384615385,2.824860641382685,2024-W25
125856,19533975.203063097,174253.0,50205.0,23010.0,4017.0,227.0,28680375.53192993,4833382.220028989,5154526.033389997,370100.90075299976,29565.720023999995,0.0,0.0,12353,59,251712,0.6922713259598271,0.19945413806254766,0.09141399694889397,0.015958714721586574,0.0009018243071446733,3843,2024-06-24,12672380.963539,7950637.495793919,3797378.729489536,4.006522733848545,4209.5,2937.6153846153848,921.2692307692307,1.8314855414712916,2024-W26
133435,21979303.01902408,185015.0,52037.0,26598.0,2977.0,243.0,33104165.057063013,3983957.828088997,6614018.052904997,243598.36588699988,12866.734103999994,0.0,0.0,12597,83,266870,0.6932776258103196,0.19499007007157043,0.0996665042904785,0.011155244126353655,0.0009105557012777757,4603,2024-07-01,15824055.94436703,9282270.561725771,4209041.132534423,3.829538147178476,4378.75,3276.3846153846152,1008.4615384615385,2.152492025507023,2024-W27
143344,22108568.7511462,200203.0,55949.0,26889.0,3342.0,305.0,32209342.839986093,5645994.252245983,6107696.838428997,238997.1678819999,15106.403749000005,0.0,0.0,13388,62,286688,0.6983305893514902,0.19515640696506306,0.09379185735015069,0.01165727201696618,0.0010638743163299475,7741,2024-07-08,19294416.73992284,10662462.617878325,4622291.274862656,3.341314665072198,5351.25,3851.769230769231,1156.0961538461538,3.4524892943360515,2024-W28
213362,45771303.64535325,301544.0,72109.0,48565.0,4310.0,196.0,67430927.17527425,9202967.764885988,14399222.701078009,486893.33865100006,22596.310817,0.0,0.0,15622,88,426724,0.7066487940682971,0.16898276169139773,0.11380892567561234,0.01010020528491484,0.00045931327977802983,8939,2024-07-15,27348287.654646657,13866395.281664269,5489843.646493277,5.221533918990488,6281.5,4516.615384615385,1325.673076923077,3.4840225555828988,2024-W29
324455,63619987.49059793,433133.0,139350.0,70207.0,5891.0,329.0,91232856.696934,17582103.26713995,17402109.898237977,982021.7578700008,40883.361014,0.0,0.0,20354,119,648910,0.6674777704150037,0.21474472577090814,0.10819219922639503,0.009078300534742876,0.0005070040529503321,6889,2024-07-22,38369790.726530366,18443392.54997903,6700026.973406815,5.115162911603473,7043.0,5025.076923076923,1455.4423076923076,2.351917102294639,2024-W30
375890,50170782.54939798,451311.0,219093.0,76496.0,4633.0,247.0,76204655.3453203,12268793.94761293,11113251.434238989,734849.3656919998,20015.005932000004,0.0,0.0,23173,100,751780,0.6003232328606773,0.2914323339274788,0.10175317247066962,0.006162707174971401,0.0003285535662028785,8172,2024-07-29,45417660.60912384,21723485.386040337,7644855.455816929,3.3689233416373936,7935.25,5592.7692307692305,1601.7692307692307,2.6419855680827475,2024-W31
292688,49878918.34813205,361535.0,157118.0,62702.0,3868.0,153.0,78827790.88424224,9692811.546581982,10753830.004357984,454676.3162489999,28727.944833,0.0,0.0,23544,155,585376,0.6176115863991691,0.268405264308752,0.1071140600229596,0.006607718799540808,0.0002613704695785273,8348,2024-08-05,52360248.00837031,25225310.215164267,8577730.097455641,2.9755812901837437,8087.0,5885.2307692307695,1757.0961538461538,2.488019288997036,2024-W32
284968,42505251.0362112,357741.0,158191.0,49668.0,4121.0,215.0,63349835.77549216,11031625.861169975,9779631.887093002,771856.2721540005,77552.27651300002,0.0,0.0,24160,101,569936,0.6276862665281716,0.2775592347210915,0.08714662698969709,0.0072306364223351394,0.0003772353387046967,10127,2024-08-12,51543734.856084794,28025764.936659973,9372347.134744914,2.2675146506822266,8384.0,6282.0,1947.2692307692307,2.8376860610930525,2024-W33
410755,48521520.873238064,510355.0,246120.0,59691.0,5011.0,333.0,72996384.16778061,10913459.339118902,12737224.782645984,373706.31245399977,22267.14447699999,0.0,0.0,28078,125,821510,0.6212401553237331,0.29959464887828513,0.07266010152037103,0.00609974315589585,0.00040535112171489085,9005,2024-08-19,47769118.201744825,31081295.771301445,10293034.638748359,2.4614670513313115,8913.0,6551.076923076923,2117.423076923077,2.271588769494395,2024-W34
437606,38884330.47855131,533775.0,290406.0,46505.0,4289.0,237.0,56336694.23626243,11757747.16990605,9143433.926332992,482360.6748509999,48424.94974999999,0.0,0.0,27295,159,875212,0.6098808060218552,0.3318121780779971,0.05313569740817082,0.004900526958039881,0.00027079153393692044,9481,2024-08-26,44947505.184033155,33394576.157369852,11024740.257482748,1.744861305085389,9240.25,6934.076923076923,2298.2884615384614,2.2554761078625867,2024-W35
435833,52783486.40745606,537407.0,286542.0,42915.0,4595.0,207.0,85757554.73017833,9364283.405613031,10002376.001157,427763.9493169996,14994.728647000002,0.0,0.0,29645,150,871666,0.6165285786069434,0.32872912331099297,0.04923330725300746,0.005271514548003478,0.00023747628105260502,6056,2024-09-02,45673647.19886416,36733874.87365786,12029470.415856924,2.4100876503384963,8667.25,7097.923076923077,2413.4615384615386,1.1345774721709148,2024-W36
388660,66260718.3913179,497789.0,206691.0,63763.0,8794.0,283.0,105558812.39840196,12581342.612205364,13300688.162455965,1002182.4532480031,78411.15632699999,0.0,0.0,35818,193,777320,0.6403913446199764,0.2659020737920033,0.08202928009056759,0.01131323007255699,0.0003640714248957958,9822,2024-09-09,51612514.03764084,41197997.398457475,13297321.033970345,2.8753655926630524,8591.0,7557.2307692307695,2599.8846153846152,2.153646284489553,2024-W37
412792,51290619.99624355,522976.0,240121.0,57091.0,5109.0,287.0,75915249.72025198,13442654.999428688,11977344.713261986,1190937.5789610012,55052.980584,0.0,0.0,32031,146,825584,0.6334618887962945,0.2908498711215334,0.0691522607027268,0.006188346673385143,0.00034763270606019496,17990,2024-09-16,52304788.8183922,44100674.32228713,14276149.664419623,1.9418288779171624,10837.25,8539.692307692309,2943.7884615384614,3.803707925307371,2024-W38
502991,53298888.233501896,580922.0,339085.0,77967.0,7623.0,385.0,69924448.84531465,23181056.41092581,12944925.727111986,527512.5739439994,19832.909709,0.0,0.0,47470,233,1005982,0.5774675888833001,0.3370686553039716,0.07750337481187536,0.007577670375811894,0.0003827106250410047,24069,2024-09-23,55908428.25712985,46697975.32462858,15289896.772268143,1.9284187896234164,14484.25,10095.538461538461,3405.2884615384614,4.21630938534789,2024-W39
793232,184498650.39690965,905355.0,523309.0,148497.0,8676.0,627.0,214646740.42014253,114049113.13131432,39141741.37410437,1077518.7383510012,82187.129898,0.0,0.0,55031,307,1586464,0.5706747836698469,0.32985872985456965,0.09360250216834419,0.005468765758315348,0.00039521854892389616,22950,2024-09-30,88837219.25449324,59199463.58446593,18821872.222452443,5.423812857997723,18707.75,11506.846153846154,3844.980769230769,3.4260739555412814,2024-W40
1215023,212883776.46142283,1461841.0,778142.0,180545.0,9050.0,468.0,259487164.7281103,124752299.7175425,39613236.52615228,1837117.710925,77734.240095,0.0,0.0,69479,525,2430046,0.6015692707051636,0.3202169835468135,0.07429694746519201,0.003724209335954957,0.00019258894687590277,42894,2024-10-07,125492983.77201948,73874479.56217952,22899076.752783712,4.679607907200705,26975.75,14210.923076923076,4667.384615384615,4.933638608051733,2024-W41
1082972,211331791.52156413,1239956.0,755801.0,156167.0,11696.0,2324.0,260556492.6010864,117808585.87329,37201136.11417301,5775410.092318989,1321958.362220004,0.0,0.0,77473,610,2165944,0.5724783281562219,0.3489476182209697,0.0721011254215252,0.005399954938816516,0.0010729732624666197,57657,2024-10-14,165503276.65334964,86609901.70650342,26946363.667277906,3.829554481265516,36892.5,17958.46153846154,5773.134615384615,4.871231850918689,2024-W42
2081719,279868025.7367492,2052588.0,1870411.0,220423.0,16149.0,3867.0,378286221.2601189,142013708.43311644,36287105.481291175,2872282.3498009983,276733.9491459994,0.0,0.0,109126,777,4163438,0.49300313827178405,0.4492467523234404,0.052942544118586614,0.003878765577870981,0.0009287997083179814,64153,2024-10-21,222145561.02916145,103244366.1869766,32306874.034753617,4.1666354061409505,46913.5,22363.384615384617,7004.307692307692,4.282229774412528,2024-W43
2926658,467813390.98059857,3073981.0,2387043.0,323476.0,61476.0,7340.0,683101794.4297622,193967356.34178248,44227501.38727924,13232024.095235998,1098105.707075999,0.0,0.0,153243,1180,5853316,0.5251691519815435,0.4078103762038475,0.05526371718185043,0.010502764586774403,0.0012539900459841908,25149,2024-10-28,292974246.17508364,135370720.68168435,41285543.08035369,5.045075785670808,47463.25,23669.30769230769,7482.9807692307695,1.3043673207125452,2024-W44
2099677,497450537.994664,2525440.0,1316012.0,293928.0,58409.0,5565.0,790460664.2139704,114226298.3364601,71634029.76986258,16667135.242275978,1912948.4266600003,0.0,0.0,157829,1008,4199354,0.6013877372567304,0.3133843919802903,0.06999362282865412,0.013909044105355253,0.0013252038289698843,21615,2024-11-04,364115936.55839396,169799306.8083406,50836790.473000325,4.238585751713156,42143.5,24689.846153846152,7896.346153846154,1.005598395425049,2024-W45
1587803,225073804.92993417,1830221.0,1140035.0,180346.0,22672.0,2332.0,361649527.7372996,50436999.97305709,33911524.874387376,3613817.952517989,535739.3226069999,0.0,0.0,114073,650,3175606,0.5763375557295206,0.35899762124142603,0.05679105027512859,0.007139424727122949,0.0007343480268018136,18448,2024-11-11,367551439.9104865,183843041.72324243,55147248.488267034,1.5756908300195722,32341.25,25329.923076923078,8246.98076923077,0.7459473087693181,2024-W46
1599336,140722409.1914352,1956685.0,1067576.0,163993.0,9656.0,762.0,224064272.4697588,38249078.71544421,17841180.053367954,1247019.576949,43267.567351999984,0.0,0.0,97115,462,3198672,0.6117179254390572,0.3337560087436286,0.051269089172006385,0.003018752782404698,0.0002382238629031048,25777,2024-11-18,332765035.77415794,190935417.7477191,57837477.84457981,0.7659970986066683,22747.25,26620.076923076922,8740.01923076923,1.2311382744108497,2024-W47
1472643,156102941.39227933,1788274.0,984780.0,159233.0,9002.0,3997.0,249845246.3988221,42716447.57940237,18587907.031617988,988350.3360490008,67931.43867600022,0.0,0.0,108232,510,2945286,0.607164805047795,0.33435802159790257,0.05406368006366784,0.0030564094624426965,0.0013570838281918973,25594,2024-11-25,254837423.37707818,199952233.97185203,60828845.19462223,0.8761693648441061,22858.5,27859.53846153846,9228.307692307691,1.1707748409859038,2024-W48
1629633,182125830.58565012,2282233.0,795534.0,164010.0,14315.0,3174.0,269415068.8353509,70301314.18365045,22877376.38221104,1602301.1204240017,55600.64968100004,0.0,0.0,103868,427,3259266,0.7002291313442965,0.24408379064488753,0.05032114592672093,0.004392093189079995,0.0009738388950150126,40464,2024-12-02,176006246.52482468,209901645.06248236,64313562.23530361,1.074132842353242,27570.75,30506.30769230769,10004.26923076923,2.0905690597814517,2024-W49
1636717,145773062.6279458,2023483.0,1090159.0,144304.0,12417.0,3071.0,214417963.16926733,58473731.9746106,17093934.852613967,1494780.7803660014,65714.47904799985,0.0,0.0,120950,450,3273434,0.6181529855191826,0.333032222430634,0.044083369330189644,0.0037932641990032485,0.000938158520990495,59893,2024-12-09,156181060.9493276,216017979.23453066,67100958.40096632,0.7159959046804228,37932.0,34357.92307692308,11153.326923076924,3.0353693639733765,2024-W50
2821038,174598516.98032436,3293226.0,2139831.0,190782.0,14230.0,4007.0,251514231.17077625,71385211.24622671,22804216.40576099,3337629.8254609983,155745.31244300018,0.0,0.0,148364,487,5642076,0.5836904713796837,0.3792630584912362,0.03381414925995325,0.0025221212901066913,0.0007101995790202046,74218,2024-12-16,164650087.89654988,225503202.07945994,70445221.92537872,0.9428875777393391,50042.25,38683.153846153844,12578.423076923076,3.386187623700038,2024-W51
4174146,204245714.1690782,5530118.0,2631168.0,172686.0,12631.0,1689.0,258559565.95892543,125742585.16026816,19072829.283623945,4798218.406287998,318229.5291279999,0.0,0.0,185221,566,8348292,0.6624250804835289,0.3151744093282794,0.020685189257874544,0.0015130040971254959,0.0002023168331917475,66998,2024-12-23,176685781.09074962,237114496.3821966,74358124.51468268,1.1644495196389626,60393.25,41985.38461538462,13856.807692307691,2.708643146366358,2024-W52
2323023,138220836.15396437,2750843.0,1725286.0,139235.0,25919.0,4763.0,166599048.48327893,84489676.14375512,18901915.632988967,5712770.488083994,738261.5598310005,0.0,0.0,202617,673,4646046,0.5920826009901753,0.3713450103593464,0.029968493639537793,0.00557872220808834,0.0010251728028521456,40166,2024-12-30,165709532.48282817,233554664.51735464,76943035.45199583,0.5498993709648943,60318.75,43309.692307692305,14600.01923076923,1.286471686466018,2025-W01
1736539,86075035.50143802,2007791.0,1303805.0,129476.0,30433.0,1573.0,113716586.64773056,37661433.47078603,15650315.42940898,4581196.498903996,540538.9560500003,0.0,0.0,196585,585,3473078,0.578101326834583,0.37540331659697823,0.037279899846764164,0.008762544348269749,0.00045291237340480114,59939,2025-01-06,150785025.70120123,223800145.9819712,78405216.64215665,0.06907404234523522,60330.25,44620.846153846156,15747.115384615385,2.1314108851332945,2025-W02
1714759,136675520.04957414,2062868.0,1171130.0,147640.0,46442.0,1438.0,172799463.3510185,65705492.897778496,24818336.450114008,9243118.748528983,784628.6517240001,0.0,0.0,213176,626,3429518,0.601503768168005,0.34148530493206336,0.04304978133953518,0.0135418446557213,0.00041930090467523425,32419,2025-01-13,141304276.46851367,218057355.8687412,80944059.19199039,0.5028670942482187,49880.5,42679.46153846154,16365.596153846154,0.7739485908922801,2025-W03
1664013,164747578.63289654,2006905.0,1142316.0,140705.0,36731.0,1369.0,225923793.42868835,71396040.35016787,22839932.042732973,8119983.14607899,1215408.2981230002,0.0,0.0,204221,540,3328026,0.6030316469883348,0.3432413088118903,0.042278816331362795,0.011036872909045783,0.00041135495936630304,15887,2025-01-20,131429742.58446825,209201936.86075255,83981745.91933295,0.7281466335983566,37102.75,38966.692307692305,16664.884615384617,-0.03772821161284565,2025-W04
972121,85695438.35894775,1336931.0,496019.0,95257.0,15301.0,734.0,131190527.4719478,22027147.064583324,15770446.21330998,2241176.140572999,161579.82748399998,0.0,0.0,101776,258,1944242,0.6876361070278288,0.25512204756403783,0.04899441530426768,0.007869905083832156,0.00037752502003351437,40841,2025-01-27,118298393.13571408,179808248.1975486,85510565.76159188,0.001674978477048994,37271.5,40173.769230769234,17439.05769230769,1.1273815592243643,2025-W05
1150825,74704816.72434783,1433882.0,743075.0,106635.0,17769.0,289.0,110712517.60856202,19201899.17154388,17940413.635904998,1428593.3524380005,126209.68024399996,0.0,0.0,161120,560,2301650,0.6229800360610867,0.32284448113310016,0.04632980687767471,0.007720113831381835,0.00012556209675667455,38336,2025-02-03,115455838.44144154,147289346.56137043,86811900.46562217,-0.11023746934567194,31870.75,41460.0,18165.403846153848,0.9689704028370751,2025-W06
1219576,86148856.55183832,1500419.0,796932.0,109458.0,32183.0,160.0,109430684.05364034,22686798.248537008,33948398.443251975,5979482.768111017,252349.59014,0.0,0.0,209643,605,2439152,0.6151396058958195,0.3267250257466529,0.04487543211739162,0.013194339672148354,6.55965679875629e-05,17323,2025-02-10,102824172.56700759,136602812.0707477,88365063.12431605,-0.020290732501584963,28096.75,41373.46153846154,18492.19230769231,-0.05658148385728652,2025-W07
1151155,94766959.53302176,1427592.0,743792.0,114771.0,15120.0,1035.0,120847291.11701328,27347209.203119468,35870889.79945609,5013293.859098999,455235.08736000006,0.0,0.0,175743,466,2302310,0.6200694085505427,0.32306335810555487,0.04985036767420547,0.0065673171727525835,0.00044954849694437327,20863,2025-02-17,85329017.7920389,133067777.48163897,90114607.23823668,0.04285197189375474,29340.75,40995.46153846154,18888.48076923077,0.09629799024642169,2025-W08
1201672,94112923.19192968,1540841.0,712271.0,126908.0,22991.0,333.0,124978456.37078384,21689536.28368998,37010353.30242705,4213529.772781,333970.6541790001,0.0,0.0,188817,427,2403344,0.641123784194023,0.29636664580684247,0.052804758702873995,0.009566254352269172,0.00013855694399137202,19370,2025-02-24,87433389.00028439,128299314.54315051,91842005.44538784,0.021048823402928695,23973.0,40516.692307692305,19253.98076923077,0.005705035254847531,2025-W09
1118826,91285399.58321892,1479304.0,614317.0,129296.0,14216.0,519.0,121241928.79686429,15427016.122555884,39561731.1012741,5781497.344221997,558625.8015239999,0.0,0.0,165754,501,2237652,0.6610965422684135,0.27453643372606645,0.05778199648560187,0.006353087968996073,0.0002319395509221273,15102,2025-03-03,91578534.71500215,121311589.08142506,93463158.01110601,-0.02031125106405502,18164.5,38565.769230769234,19539.903846153848,-0.2200528432346153,2025-W10
1009483,86509478.33867513,1257243.0,638419.0,109133.0,13852.0,319.0,119755165.70779017,15581519.440064998,32741022.505411983,4217646.274693999,723602.7493899998,0.0,0.0,178673,444,2018966,0.6227162815025117,0.3162108722979981,0.05405390680179854,0.006860937727529834,0.00015800167016185513,14157,2025-03-10,91668690.16171135,116752851.82840422,95051979.38263951,-0.0802297135472185,17373.0,35047.61538461538,19808.46153846154,-0.28261530771695936,2025-W11
1073412,91811624.25734726,1365460.0,657253.0,113857.0,10114.0,140.0,132383696.67220184,16287290.831998814,29309884.61506997,4789937.786083999,852438.6093399998,0.0,0.0,164851,426,2146824,0.6360372345380898,0.3061513193442965,0.05303508811155456,0.004711145394312715,6.521261174646827e-05,12751,2025-03-17,90929856.34279273,110384629.31125215,96732197.11288911,-0.04655040549116858,15345.0,30319.384615384617,20049.576923076922,-0.3680386847430865,2025-W12
1002916,80882064.71091896,1219164.0,663888.0,105667.0,16931.0,182.0,114938643.72319146,15135988.5213288,26214342.165679976,4881892.121083,593262.8905570002,0.0,0.0,175598,364,2005832,0.6078096271272968,0.33097886562782924,0.05267988545401609,0.00844088637532954,9.073541552831943e-05,7432,2025-03-24,87622141.72254005,100895117.81447066,98164556.75427243,-0.16466082113215577,12360.5,25737.384615384617,20188.98076923077,-0.6471109873679244,2025-W13
881666,103892742.66271544,1122043.0,526846.0,99764.0,14455.0,224.0,152953537.75746426,18510820.180367004,31850604.129195,3649691.8064870033,820831.4519180001,0.0,0.0,115967,376,1763332,0.6363197628126751,0.2987786758250857,0.05657698039847289,0.008197548731605846,0.000127032232160478,7047,2025-03-31,90773977.49241418,98254495.23822075,100072723.47544177,0.03668733139936454,10346.75,23189.76923076923,20320.673076923078,-0.6772235752204292,2025-W14
1014928,81325429.65356247,1354629.0,562597.0,100448.0,11956.0,226.0,123139456.03031228,13477383.62181502,23885682.213908955,1478058.3061840006,670279.134906,0.0,0.0,147331,362,2029856,0.6673522653823719,0.2771610399949553,0.04948528368514811,0.005890072990399319,0.00011133794712531333,8039,2025-04-07,89477965.32113601,97889140.94223033,101556557.27606484,-0.19589291354607474,8817.25,19197.46153846154,20470.25,-0.6383735171818642,2025-W15
870502,80247073.84758681,1102716.0,547306.0,84683.0,6034.0,265.0,113767096.70336089,19707641.277479965,23710017.494130976,2576823.6115439995,732568.6086599999,0.0,0.0,132260,386,1741004,0.6333793604150249,0.314362287507668,0.048640324778116535,0.00346581627612573,0.00015221102306485224,12593,2025-04-14,86586827.71869591,93548491.23438516,103020536.02282351,-0.2223882595752177,8777.75,17672.384615384617,20706.73076923077,-0.4204573663613802,2025-W16
994878,89270967.74682866,1359962.0,503554.0,109887.0,16033.0,320.0,131055660.52115014,17324600.75410974,27351033.63721694,2479000.974191999,331639.6069899999,0.0,0.0,122778,358,1989756,0.6834817937475751,0.25307324114112484,0.05522636946439664,0.008057771907711297,0.00016082373919214216,7217,2025-04-21,88684053.47767334,87742598.089303,104658073.42175278,-0.15164478923024183,8724.0,17005.46153846154,20840.153846153848,-0.710390475941441,2025-W17
1159937,150153965.03159186,1696016.0,476578.0,134960.0,11939.0,381.0,229362719.0661088,28978446.63196773,37258847.18856209,3924410.7507879967,783506.4257560001,0.0,0.0,115201,285,2319874,0.7310810845761451,0.2054327088453942,0.058175573328551465,0.005146400192424244,0.00016423305748501857,9573,2025-04-28,100249359.06989244,92700946.29489101,107400850.14004108,0.42449189531704273,9355.5,14600.23076923077,21009.01923076923,-0.6007848560414134,2025-W18
