total_trades,total_usd_volume,participations_bot,participations_active_retail,participations_sophisticated,participations_casual,participations_one_shot,participation_volume_bot,participation_volume_active_retail,participation_volume_sophisticated,participation_volume_casual,participation_volume_one_shot,participations_unclassified,participation_volume_unclassified,active_wallets,flagged_active,total_participations,share_bot,share_active_retail,share_sophisticated,share_casual,share_one_shot,new_wallets,date,total_usd_volume_ma4w,total_usd_volume_ma13w,total_usd_volume_ma52w,total_usd_volume_z52w,new_wallets_ma4w,new_wallets_ma13w,new_wallets_ma52w,new_wallets_z52w,week
1281149,144323595.30171365,1687890.0,631528.0,227835.0,14471.0,574.0,212831051.17753497,31980229.838628,35821544.323657155,6904434.556926996,1109930.706678,0.0,0.0,115091,332,2562298,0.6587407085358533,0.2464693802204115,0.08891822887111492,0.005647664713472047,0.0002240176591481553,11765,2025-05-05,115998900.48193023,98056236.95468837,110092550.13489094,0.34308589065830575,10287.0,12556.307692307691,21147.846153846152,-0.49543004834519677,2025-W19
1301909,134816650.9075806,1912227.0,492525.0,182105.0,16102.0,859.0,206653820.25868493,25931484.93118918,34023579.58760708,2570207.7748879995,454209.2627979999,0.0,0.0,109028,385,2603818,0.7343934944761884,0.18915492557467534,0.06993768381661083,0.006183995962851474,0.00032990016967391733,4450,2025-05-12,129641294.74692868,101799913.44359162,112567883.04356043,0.22533896021568894,8251.25,11566.076923076924,21137.865384615383,-0.8807367946485356,2025-W20
1041362,100875991.46985742,1492040.0,437606.0,143110.0,9790.0,178.0,157723680.76723167,16172033.839123014,27327793.986272007,493685.25542599976,34789.091665,0.0,0.0,118577,424,2082724,0.7163887293755677,0.2101123336553475,0.0687128971481579,0.00470057482412456,8.546499680226472e-05,6249,2025-05-19,132542550.67768586,102269838.97719437,114338582.49446346,-0.13785591249981155,8009.25,10441.923076923076,21152.134615384617,-0.7870310019133994,2025-W21
1076108,124266018.59095724,1611072.0,381911.0,152020.0,6916.0,297.0,198778418.42761883,19403652.018926,29186019.67540404,1085305.6314500002,78641.42852000002,0.0,0.0,102068,303,2152216,0.7485642705007304,0.17745012582380207,0.0706341742650366,0.003213432109044817,0.00013799730138610623,5838,2025-05-26,126070564.06752722,104589307.85404266,116558858.13160378,0.07985327643904609,7075.5,9401.0,21177.826923076922,-0.8110409177736827,2025-W22
1087847,152597761.05506688,1676994.0,349452.0,142896.0,6027.0,325.0,245106208.20965043,27026333.52033323,29539788.6720501,3189292.0743149985,333899.63378400006,0.0,0.0,88533,212,2175694,0.7707857814563996,0.16061633667234454,0.06567835366554305,0.0027701505818373356,0.0001493776238754163,7074,2025-06-02,128139105.50586553,109305643.35187711,119313188.0923606,0.34876581311368937,5902.75,8783.461538461539,21238.365384615383,-0.7509304911827824,2025-W23
1049587,92573919.0391442,1657997.0,325933.0,110269.0,4780.0,195.0,161000031.6041403,10751152.227005905,12737367.844515976,618416.3639379998,40870.03869,0.0,0.0,74025,231,2099174,0.7898330486181707,0.15526726226601512,0.05252970930470747,0.002277086130068303,9.289368103835128e-05,9296,2025-06-09,117578422.53875643,109772138.79037474,120935241.81294177,-0.3010140195758363,7114.25,8409.538461538461,21343.076923076922,-0.641520881536793,2025-W24
1302163,135029664.97930527,2071479.0,372802.0,151194.0,8440.0,411.0,226863630.2306784,18887258.10013101,22445058.96772902,1679639.419063999,183743.24100799992,0.0,0.0,77158,209,2604326,0.7953992702910465,0.14314720968112288,0.058054943966308364,0.0032407617172350925,0.00015781434428715913,8949,2025-06-16,126116840.91611838,113096603.46129458,123271277.29357345,0.1264304915104129,7789.25,8117.076923076923,21414.826923076922,-0.6657972253298503,2025-W25
1398446,154132972.038012,2208406.0,417873.0,159803.0,10339.0,471.0,255291519.96376848,26806020.289832875,22841420.42856204,2939031.896445999,387951.497409,0.0,0.0,131073,279,2796892,0.7895928766645262,0.1494061980226623,0.05713592087216811,0.003696603229584839,0.00016840121105856073,7345,2025-06-23,133583579.27788207,118731288.64030173,125859719.54039939,0.3075660079387409,8166.0,8110.384615384615,21482.173076923078,-0.7574193531688806,2025-W26
1344699,176700852.03666455,2031075.0,487946.0,164735.0,5411.0,231.0,295400388.7708428,35193585.890968755,20475050.286721043,2023763.924369,308915.200424,0.0,0.0,86604,268,2689398,0.7552154794493042,0.18143316831499093,0.061253484980653666,0.002011974426990724,8.589282806040609e-05,7925,2025-06-30,139609352.02328148,124331912.43829782,128835133.94458477,0.5260153716573995,8378.75,8177.923076923077,21546.05769230769,-0.7318574941232978,2025-W27
1342671,131624693.37731056,1825918.0,657217.0,195321.0,6562.0,324.0,208535955.12627685,32113625.00866721,19900915.517424,2452320.889039999,246570.213216,0.0,0.0,87366,373,2685342,0.679957338767278,0.2447423829069072,0.07273598670113528,0.002443636601967273,0.00012065502271219085,15791,2025-07-07,149372045.60782307,128201086.57089382,130941213.2643187,0.007616492328271831,10002.5,8774.23076923077,21700.865384615383,-0.3189722249369407,2025-W28
1332071,85092096.79779539,1958820.0,548578.0,149034.0,7394.0,316.0,142863552.96564883,15282563.539278897,11358672.205896985,649683.8340060002,29721.050763,0.0,0.0,103462,274,2664142,0.7352536013470753,0.20591169689903915,0.05594071186896194,0.002775377588732132,0.00011861229619141923,15132,2025-07-14,136887653.5624456,128573780.64398678,131697382.36340412,-0.522662570188293,11548.25,8969.538461538461,21819.96153846154,-0.3622164854693761,2025-W29
1497535,95887067.0896336,2179644.0,654516.0,153972.0,6715.0,223.0,163510188.4439592,16576823.665069873,11047109.071989974,616997.4129899999,23015.58526,0.0,0.0,112000,263,2995070,0.7277439258514826,0.21853111947300063,0.05140848127088849,0.0022420177157795977,7.445568884867465e-05,7226,2025-07-21,122326177.325351,129082711.36266409,132317903.12492405,-0.41026899962293534,11518.5,8970.23076923077,21826.44230769231,-0.790978696455041,2025-W30
1505783,117501044.70054787,2299035.0,560446.0,146756.0,5060.0,269.0,197482884.20745173,20083354.095349062,15482517.932297952,1725987.6572469997,227345.50875400004,0.0,0.0,101156,314,3011566,0.7634018314723967,0.18609786403485762,0.048730793215224236,0.001680188978093125,8.932229942827087e-05,7260,2025-07-28,107526225.49132185,126570948.2602761,133612715.8586,-0.18295416763622302,11352.25,8792.307692307691,21808.903846153848,-0.7876039078472693,2025-W31
1401453,92000891.60360284,2228398.0,428081.0,140235.0,5889.0,303.0,158987704.06534708,12124314.78331988,12138155.234910997,673441.046867,78168.07676499999,0.0,0.0,84927,273,2802906,0.7950312996582832,0.15272756203739976,0.050032002500262227,0.002101033712868002,0.00010810209118678972,10658,2025-08-04,97620275.04789491,122546124.89888297,134422753.8058206,-0.4849854055458446,10069.0,8707.153846153846,21853.326923076922,-0.607052456430995,2025-W32
1564540,116056508.12547348,2280804.0,632344.0,209459.0,6165.0,308.0,199028139.50477865,18426514.52430995,13673750.582878968,876028.3028230002,108583.336159,0.0,0.0,82614,344,3129080,0.7289056208214555,0.2020862362100042,0.06693948380993775,0.001970227670753065,9.843148784946374e-05,9086,2025-08-11,105361377.87981443,121103036.99256703,135837201.0575372,-0.22856049840788986,8557.5,9063.76923076923,21833.30769230769,-0.6906995945167319,2025-W33
1537895,114874917.42985472,2301810.0,611788.0,157893.0,4080.0,219.0,204139706.49266583,12666779.808757886,12528572.833017975,375137.5284249996,39638.196844000006,0.0,0.0,88975,294,3075790,0.7483638349822322,0.19890434652560807,0.051334128792927994,0.0013264884793825326,7.120121984920947e-05,6921,2025-08-18,110108340.46486971,122179877.45102836,137113227.9143952,-0.2594380172354899,8481.25,9115.461538461539,21793.23076923077,-0.8045006870580828,2025-W34
1466382,120908881.46368392,2383253.0,432499.0,113139.0,3714.0,159.0,214431364.3677185,13128436.51730592,13489431.091378955,719765.4424460002,48765.50852,0.0,0.0,94550,324,2932764,0.8126303377973816,0.14747146377956086,0.03857760119805071,0.001266382156900453,5.4215068106400655e-05,7004,2025-08-25,110960299.65565373,121921636.13354579,138690623.12564775,-0.21013172991474718,8417.25,9205.153846153846,21745.596153846152,-0.795905497611054,2025-W35
1364218,135775060.67391378,2352507.0,269831.0,101295.0,4561.0,242.0,241590549.26587653,12029666.637422936,16459203.234790975,1156475.6279890004,314226.58175,0.0,0.0,61989,229,2728436,0.8622181352247221,0.09889585095637207,0.03712566466649758,0.0016716536506628705,8.869550174532223e-05,8264,2025-09-01,121903841.92323147,120627582.25807248,140286614.93846422,-0.05387059985892639,7818.75,9296.692307692309,21788.05769230769,-0.7315197671411432,2025-W36
1480693,144596692.5575096,2415678.0,416154.0,122724.0,6443.0,387.0,250292812.56399667,19573803.764084976,17175022.85092397,1894839.793708,256906.142307,0.0,0.0,64929,352,2961386,0.8157254744906608,0.14052676685849125,0.041441406152389455,0.0021756704462032304,0.00013068205225526155,12608,2025-09-08,129038888.0312405,124629334.0671775,141793075.9801218,0.033740997428361015,8699.25,9551.461538461539,21841.634615384617,-0.5002979694351608,2025-W37
1831046,182635320.37500235,2979554.0,529454.0,143511.0,8980.0,593.0,313648073.2033748,26537832.339648724,22070991.19044197,2763609.4271739977,250134.589357,0.0,0.0,87430,419,3662092,0.8136207391840511,0.14457692488337268,0.03918825632998843,0.002452150300975508,0.00016192930161230246,15975,2025-09-15,145978988.7675274,128291307.5591542,144318935.6027902,0.46568525089007856,10962.75,10091.923076923076,21802.884615384617,-0.3155900785108652,2025-W38
2035619,153857657.65390402,3235076.0,674505.0,151931.0,9360.0,366.0,268942812.396018,19656354.22276085,17877003.83738995,1097734.0973710008,141410.75426600003,0.0,0.0,119659,543,4071238,0.7946172638396478,0.16567564951987576,0.037318132715404996,0.002299054980327851,8.989894474358905e-05,14084,2025-09-22,154216182.81508243,128270129.52960743,146252758.0916441,0.09357117791076511,12732.75,10610.307692307691,21610.865384615383,-0.40697870343125725,2025-W39
2443615,169273933.38560832,4082187.0,633223.0,160773.0,10426.0,621.0,286651417.24267083,24721603.66913457,25154079.72345103,1664981.1726030018,355784.96335399995,0.0,0.0,119807,478,4887230,0.8352762198627852,0.1295668507518574,0.032896548760749954,0.002133314781583842,0.00012706584302355322,30211,2025-09-29,162590900.99300605,127698828.0949108,145959975.072196,0.2872563238243811,18219.5,12324.615384615385,21750.5,0.45653032183842823,2025-W40
3042240,243553741.76005545,4954747.0,878036.0,234559.0,16308.0,830.0,375798039.9480098,53393191.60895319,55441697.42315015,2126999.211479999,347555.328496,0.0,0.0,155062,625,6084480,0.8143254641316925,0.14430748395918797,0.03855037735352898,0.0026802619122751658,0.00013641264331545178,42036,2025-10-06,187330163.29364252,136308754.89358348,146549782.0971697,1.1863622520281147,25576.5,14343.461538461539,21734.0,1.0966138453907597,2025-W41
3524955,296902642.63086706,5710246.0,1005150.0,289630.0,43569.0,1315.0,436333091.108804,75334597.85439305,65915652.071570605,15577168.67386598,644775.553056,0.0,0.0,173747,875,7049910,0.8099743117288022,0.14257628820793458,0.04108279396474565,0.006180078894624187,0.00018652720389338302,54155,2025-10-13,215896993.85760868,152601873.80381978,148195375.38773322,1.771848882796108,35121.5,17345.23076923077,21666.653846153848,1.7670110369558047,2025-W42
4434636,346039124.54907846,7125555.0,1264500.0,406061.0,71529.0,1627.0,511147437.3768182,84193145.64554445,90256130.16912016,6075147.834245984,406388.0723039999,0.0,0.0,221029,1062,8869272,0.8033979564500897,0.14257088969647114,0.04578290078373964,0.008064810730801807,0.00018344233889771336,56043,2025-10-20,263942360.5814023,171844339.76223862,149467896.51873955,2.27439999383955,45611.25,21100.384615384617,21510.69230769231,1.9131568995078938,2025-W43
5440812,428902605.5700675,8876235.0,1433066.0,496776.0,73211.0,2336.0,651138779.1295278,86347022.8384061,109761289.81481212,9902219.763072977,655899.5941389999,0.0,0.0,250866,1243,10881624,0.8157086662799596,0.13169596744015416,0.045652744480051875,0.006727947960708806,0.00021467383912548348,41441,2025-10-27,328849528.6275171,195798305.9829709,148719612.18392164,3.3456978489865583,48418.75,23729.69230769231,21824.0,1.0746369196272592,2025-W44
5961063,406751491.9863383,9982396.0,1365150.0,514646.0,58444.0,1490.0,610443622.8739878,82193924.53634349,103807124.57738014,16497210.896178983,561101.0886310001,0.0,0.0,225636,1353,11922126,0.8372999916290098,0.11450558398728548,0.0431673008656342,0.004902145808557971,0.00012497770951254834,35906,2025-11-03,369648966.1840878,220009890.62779668,146975399.7606846,3.3731680391049537,46886.25,25671.846153846152,22098.826923076922,0.7520816145082577,2025-W45
6009289,364878803.36539686,10075170.0,1416176.0,481583.0,44691.0,958.0,564067950.9191282,70385717.4727886,76355874.52326971,18482574.431949,465489.3835060001,0.0,0.0,222821,1456,12018578,0.8382996723905274,0.11783224271623481,0.040069881811309126,0.0037184931528505285,7.970992907813221e-05,32914,2025-11-10,386643006.36772025,239150067.18471387,149663957.42290503,2.6224316370142433,41576.0,27504.76923076923,22377.01923076923,0.5722971604159431,2025-W46
6163695,376940361.5124177,10136611.0,1615518.0,532467.0,41887.0,907.0,601886724.6924481,65994923.2416142,77633874.71898882,8228250.373739988,136949.997891,0.0,0.0,225504,1387,12327390,0.8222836301926036,0.13105109840769213,0.043193814749107474,0.0033978806543802052,7.357599621655517e-05,29890,2025-11-17,394368315.6085551,259308947.4987572,154206610.3521547,2.534142723861927,35037.75,29271.615384615383,22456.115384615383,0.40323875302357465,2025-W47
7128103,412536469.2105628,12118602.0,1519886.0,571133.0,45239.0,1346.0,671244802.4243436,73260826.90827781,75103656.74891579,5222024.000184994,241628.339257,0.0,0.0,248635,1514,14256206,0.8500580028094431,0.10661223610264892,0.04006206139277168,0.0031732846733555898,9.441502178068976e-05,26104,2025-11-24,390276781.5186789,281741838.86390173,159138024.34866017,2.669741367986981,31203.5,30740.846153846152,22465.923076923078,0.19732178517937737,2025-W48
8767270,490189199.5899305,15528589.0,1325563.0,640943.0,38272.0,1173.0,794255829.5951109,84433752.08166838,91045515.7991042,10106996.233559985,536305.470249,0.0,0.0,223210,1469,17534540,0.8856000214433911,0.07559724977102336,0.036553168774316296,0.0021826634744909193,6.689653677826735e-05,32120,2025-12-01,411136208.41957694,309004464.93436456,165062319.9064348,3.084353027321264,30257.0,32575.923076923078,22305.46153846154,0.5359193185957221,2025-W49
9525264,455053718.0446558,17218758.0,1263180.0,525512.0,41104.0,1974.0,735843686.6565702,79830509.82980715,80417860.6333199,12559356.157778988,1456022.8116719995,0.0,0.0,219597,1351,19050528,0.9038467595228856,0.06630682362189647,0.027585167193266244,0.0021576304866720753,0.0001036191752795513,25515,2025-12-08,433679937.08939165,332885774.587222,171010024.81829458,2.518776860217403,28407.25,33568.769230769234,21644.346153846152,0.2207528797341002,2025-W50
11187036,483491923.1590624,20423339.0,1341105.0,562392.0,45529.0,1707.0,798677332.8479803,72002518.85958587,86222980.73794734,9605554.58216898,475459.2903110001,0.0,0.0,234204,1275,22374072,0.9128127861571197,0.05994013964020497,0.025135880495959786,0.0020349000396530413,7.629366706248196e-05,28339,2025-12-15,460317827.50105286,356028590.18599576,176950282.6294242,2.537342660840705,28019.5,34519.846153846156,20762.05769230769,0.47605160468665,2025-W51
11824861,479628474.7034933,21867346.0,1278980.0,475558.0,26716.0,1122.0,809130262.7926515,71529043.41312653,70766998.28876756,6904753.747877994,925891.1644000004,0.0,0.0,216171,1185,23649722,0.9246343783660543,0.054080128299182545,0.02010839704585111,0.0011296538707727727,4.744241813920688e-05,26296,2025-12-22,477090828.87428546,381087883.805195,182246104.94739372,2.3258060209526317,28067.5,35459.230769230766,19979.326923076922,0.4344615548015264,2025-W52
14228827,583134049.6433362,26454330.0,1461372.0,504987.0,35395.0,1570.0,993209237.927348,87959757.56580839,75304550.19859402,8456077.173921991,1338476.420838,0.0,0.0,211045,1124,28457654,0.9296033327272867,0.05135251134896784,0.017745208371709065,0.0012437778602551004,5.5169691781339386e-05,34314,2025-12-29,500327041.3876369,412923277.36348164,190802128.28372777,2.817704222136418,28616.0,35774.846153846156,19866.78846153846,1.0031554718654843,2026-W01
15969812,545913064.8801692,29385654.0,1881369.0,619015.0,51058.0,2528.0,932432029.690111,77406061.8308102,71884011.80536582,9293783.045919992,810243.3879400005,0.0,0.0,250300,1414,31939624,0.920037568382145,0.05890391821769724,0.01938078544694202,0.0015985786182079037,7.914933500782602e-05,45094,2026-01-05,523041878.0965152,436181686.8342597,199645167.31024182,2.3579604004941523,33510.75,36010.07692307692,19581.30769230769,1.859120065755266,2026-W02
11491527,484526536.6901749,20655044.0,1742356.0,532926.0,50522.0,2206.0,828973653.8242571,70926747.36891825,55969326.81097974,12414952.638083972,768392.7379920002,0.0,0.0,229842,1309,22983054,0.8987075433926232,0.07581046452747316,0.023187780005216017,0.002198228312042429,9.59837626452951e-05,43187,2026-01-12,523300531.47929335,450614294.069591,206334609.9379457,1.8330269132425603,37222.75,35166.38461538462,19788.384615384617,1.6714517029395362,2026-W03
15200310,627273524.7067517,27348905.0,2308072.0,673742.0,67361.0,2540.0,1045648993.5643158,106089538.6120611,80435825.1149332,20363735.573149983,2008956.548788,0.0,0.0,291695,1322,30400620,0.8996166854491784,0.0759218726460184,0.022162113798994888,0.002215777178228602,8.355092757976647e-05,50372,2026-01-19,560211793.980108,472247709.4663352,215229339.6701352,2.5363038976092875,43241.75,34730.153846153844,20451.55769230769,2.047401966021528,2026-W04
15690540,670680680.7804168,28097897.0,2555819.0,656615.0,67845.0,2904.0,1062958281.5626148,160873544.23906612,94595735.36876774,21500941.23734699,1432859.1526460007,0.0,0.0,290333,1321,31381080,0.89537699148659,0.0814445838065484,0.020923913389851466,0.002161971480905055,9.253983610506713e-05,51120,2026-01-26,582098451.7643781,490846022.94405437,226479055.87054807,2.56450932755257,47443.25,35474.692307692305,20649.23076923077,2.0367520502144836,2026-W05
25339773,859675798.1581795,46940847.0,2865228.0,797024.0,73672.0,2775.0,1420303688.9254124,163686426.45121548,106871655.5408606,26337183.79165105,2152641.606734,0.0,0.0,299451,1428,50679546,0.926228640643308,0.05653618128307621,0.015726739146400402,0.0014536831091580813,5.475581805724937e-05,46295,2026-02-02,660539135.0838807,525686354.1880421,241574651.66735253,3.2055835340428964,47743.5,36273.846153846156,20802.28846153846,1.6789180313293939,2026-W06
33181000,752619652.2635858,61967599.0,3475677.0,848416.0,68055.0,2253.0,1259775604.6322916,110003901.88868012,117380639.95040505,17382058.023634985,697100.0311950003,0.0,0.0,309608,1138,66362000,0.9337813658418975,0.05237450649468069,0.01278466592326934,0.0010255115879569633,3.3950152195533586e-05,61323,2026-02-09,727562413.9772334,555512573.3340567,254391397.7387323,2.4410235258725574,52277.5,38459.153846153844,21648.44230769231,2.452125017677971,2026-W07
37997752,763587592.1506673,72073396.0,3230303.0,651548.0,38362.0,1895.0,1334314393.215973,89811358.1255863,96559353.26226497,6178404.576042983,311675.1210049999,0.0,0.0,253348,879,75995504,0.9483902626660651,0.04250650143724292,0.00857350719063591,0.0005047930203871008,2.4935685668983787e-05,47213,2026-02-16,761640930.8382123,585254667.9985374,267253332.98137933,2.312285319343671,51487.75,39791.692307692305,22155.173076923078,1.5129093020445956,2026-W08
40923290,930119081.6497704,77534954.0,3388132.0,848252.0,71785.0,3457.0,1587132036.538145,134207187.7557453,122769522.83494076,14590809.041815976,1538607.1282690004,0.0,0.0,368056,1129,81846580,0.9473206333117401,0.0413961340840387,0.01036392724045403,0.0008770678017334384,4.223756203374655e-05,50148,2026-02-23,826500531.0555507,625068715.1092457,283330374.49018395,2.7874885781148904,51244.75,41641.230769230766,22747.05769230769,1.611325052630853,2026-W09
42674616,929804031.9553796,80893466.0,3521153.0,876683.0,55302.0,2628.0,1589664102.037351,140457255.65696108,115665576.01747672,12688343.507940968,1132786.6909780002,0.0,0.0,326856,1095,85349232,0.947793718870253,0.04125582524280945,0.010271715157319752,0.0006479495913917538,3.079113822605926e-05,56253,2026-03-02,844032589.5048506,658885240.6758187,299455732.8050332,2.551252453385237,53734.25,43497.61538461538,23538.423076923078,1.8598465044109842,2026-W10
32763568,767083065.1634487,61408104.0,3235526.0,819993.0,60855.0,2658.0,1258124711.7046418,126094236.3267234,131676106.683535,16735403.647386985,1535671.9642880005,0.0,0.0,335861,993,65527136,0.9371400575175451,0.04937688715710084,0.012513792759079231,0.0009286992185954839,4.056334767934921e-05,55170,2026-03-09,847648442.7298164,682887498.1464951,312543686.3978173,1.7929529223760685,52196.0,45778.769230769234,24327.134615384617,1.706489848777703,2026-W11
27558660,652939396.3092666,51459706.0,2877614.0,720126.0,57058.0,2816.0,1106777616.0512574,97416387.6824148,89711241.5851698,11250097.591627982,723449.7073709999,0.0,0.0,316322,881,55117320,0.9336394802940347,0.05220888824057483,0.013065330462366458,0.0010352099848105823,5.1091018213512556e-05,53359,2026-03-16,819986393.7694663,695921919.1580492,323334605.09112346,1.2881928836399796,53732.5,47703.38461538462,25108.05769230769,1.5322539959513144,2026-W12
41923856,938522779.3276496,78199780.0,4351251.0,1230631.0,62761.0,3289.0,1498094304.9922948,171157088.3428495,180536623.576814,23471887.435304053,3785654.307570997,0.0,0.0,376025,1066,83847712,0.9326405948918439,0.05189468974418765,0.014676977709302312,0.0007485117781150665,3.922587655105008e-05,46892,2026-03-23,822087318.188936,731221481.0522151,339827695.7568298,2.239647905842351,52918.5,49287.692307692305,25866.903846153848,1.1360223266351732,2026-W13
40258742,868588690.1496753,75275391.0,4244733.0,952530.0,42655.0,2175.0,1513959277.1865177,120714063.0444458,95762609.22705051,5657784.090511995,1083646.7503549997,0.0,0.0,339891,765,80517484,0.9348949726248277,0.05271815249468054,0.011830101397604525,0.0005297607163184582,2.7012766568811315e-05,54088,2026-03-30,806783482.73751,753179530.3219335,354533387.05465597,1.869251022867084,52377.25,50808.769230769234,26771.53846153846,1.4593554151526587,2026-W14
39027778,1134111130.572517,72543700.0,4403699.0,1050260.0,54440.0,3457.0,1919033057.225927,188204976.15940225,127749520.19450028,26252940.37107633,6981767.194373,0.0,0.0,352260,803,78055556,0.9293854751351717,0.05641749576417084,0.013455288179614017,0.000697451953324117,4.428896771935107e-05,36083,2026-04-06,898540499.089777,798425535.375191,374779265.91848207,2.5943837620488504,47605.5,50115.61538461538,27310.846153846152,0.47235026656706136,2026-W15
31709814,798965814.0242589,58609707.0,3914178.0,852317.0,41097.0,2329.0,1378078415.546918,113641111.9649484,97732240.55936688,6993987.144671982,1485872.832020999,0.0,0.0,323991,693,63419628,0.9241572183299467,0.06171871585244871,0.013439325125022808,0.0006480170460791728,3.672364650262534e-05,46007,2026-04-13,935047103.5185251,822613172.0931975,388600780.1526488,1.3889095768017918,45767.5,50332.53846153846,27953.423076923078,0.9690574482933012,2026-W16
31165268,806598572.3018914,57910128.0,3539035.0,838625.0,40206.0,2542.0,1416401613.5356474,110899412.70452788,80173052.8972423,4787717.80163499,935347.6644920008,0.0,0.0,313910,605,62330536,0.9290811810121447,0.05677851061636948,0.0134544808021545,0.0006450449904682353,4.078257886311133e-05,37569,2026-04-20,902066051.7620856,836407406.5235927,402395541.7787076,1.356640026310227,43436.75,49347.692307692305,28537.115384615383,0.4897416974368322,2026-W17
26628179,767544566.0869851,50146471.0,2648374.0,420237.0,36898.0,4378.0,1394796139.4753606,89406124.47337002,44103603.86818381,5587740.834767986,1195523.5221280002,0.0,0.0,266111,566,53256358,0.9416053384649398,0.04972878543440766,0.007890832489897262,0.000692837463650819,8.220614710453914e-05,32453,2026-04-27,876805020.7464131,843858474.6240981,414268437.9528499,1.1776273857460828,38028.0,47911.769230769234,28977.115384615383,0.19043040022436655,2026-W18
28085513,795188445.8815764,53075895.0,2635991.0,420556.0,33107.0,5477.0,1408034825.8994105,103692311.14392342,39157768.39603056,28328827.19090908,11163159.132704005,0.0,0.0,270316,722,56171026,0.9448980867823208,0.04692794822725866,0.007487062814198907,0.0005893963909436156,9.750578527798299e-05,30171,2026-05-04,792074349.573678,838897909.0643595,426785069.6947702,1.219568709439175,36550.0,46671.46153846154,29331.076923076922,0.04642973112362397,2026-W19
27950782,715616649.9593794,52548506.0,2819645.0,491443.0,40323.0,1647.0,1280481923.47453,102174489.55064066,43095093.87130681,4717550.802554993,764242.2194849999,0.0,0.0,293212,625,55901564,0.9400185297141239,0.05043946534304478,0.008791220939721829,0.0007213215000567783,2.94625030526874e-05,28878,2026-05-11,771237058.557458,836051524.2717283,437954300.44576645,0.9199997574188525,32267.75,44175.692307692305,29800.846153846152,-0.05200509838099318,2026-W20
28361952,712368531.9643629,53301621.0,2890035.0,492918.0,37593.0,1737.0,1286001955.793798,90511812.8444808,42054435.73540353,5011948.655604993,1156910.899279,0.0,0.0,309063,674,56723904,0.9396677104594211,0.050949155403690126,0.008689775654369628,0.0006627364717350907,3.062201078402502e-05,22026,2026-05-18,747679548.4730759,832111596.5650893,449713772.37835306,0.8745683859833253,28382.0,42238.230769230766,30104.25,-0.46247520448584856,2026-W21
27089468,699295950.1991861,50659030.0,2995185.0,482036.0,40648.0,2037.0,1253978562.0349803,94306641.3829638,43238648.23466353,6514121.4401839925,553927.305403,0.0,0.0,307397,532,54178936,0.9350318359888057,0.05528320083657604,0.008897110862420775,0.000750254674621148,3.7597637576345167e-05,22000,2026-05-25,730617394.5011262,814355971.0688905,460772040.29389584,0.7985698134430487,25768.75,40073.0,30415.05769230769,-0.490147932205054,2026-W22
26982897,807211208.1801639,50671034.0,2763499.0,475697.0,53861.0,1703.0,1391925456.1113887,130761738.68943664,67053497.57809991,21089099.920899916,3592624.059657025,0.0,0.0,286023,1295,53965794,0.9389472524021419,0.051208345049087944,0.008814787381799664,0.0009980581403101379,3.1557026660258165e-05,19237,2026-06-01,733623085.075773,804925753.8554124,473360760.430917,1.1156609964470519,23035.25,37225.61538461538,30648.96153846154,-0.6742545392390729,2026-W23
27456154,856289056.4369954,50939668.0,3344169.0,547407.0,75949.0,5115.0,1528126618.6791213,120905227.15596692,49303696.26899792,13398223.210157003,844347.5591339979,0.0,0.0,312177,1529,54912308,0.9276548346866061,0.06090017196144806,0.00996874871841118,0.001383096117540716,9.314851599390068e-05,21900,2026-06-08,768791186.6951771,811787753.1841469,488047589.9962603,1.231881780791781,21290.75,34666.38461538462,30891.346153846152,-0.5383300078270261,2026-W24
28490667,1256039655.6796026,52271119.0,4049106.0,585597.0,70503.0,5009.0,2236967551.719256,190305582.04091322,60051094.22795996,23191954.35964699,1563129.011868997,0.0,0.0,322735,1311,56981334,0.9173375793553727,0.07106021771971853,0.010276997025025774,0.0012372999200053827,8.790597987755078e-05,18286,2026-06-15,904708967.623987,858180080.8280188,509605474.43280447,2.384344692158519,20355.75,31968.46153846154,31070.903846153848,-0.7743325476895053,2026-W25
27538292,1106056620.8348677,50800070.0,3724833.0,461610.0,85684.0,4387.0,1978466691.1199665,154324632.8816221,42909529.129717946,36085893.833530486,326494.70420199924,0.0,0.0,316974,1227,55076584,0.9223533180634441,0.0676300658007403,0.008381238749302244,0.00155572466150043,7.965272501286572e-05,28680,2026-06-22,1006399135.2829072,871067299.4054971,527911698.44812864,1.8088195952824255,22025.75,30567.53846153846,31481.19230769231,-0.1732197483082213,2026-W26
27912865,1263360900.35758,50668029.0,3894369.0,461529.0,204859.0,28955.0,2164075964.1875477,230627499.21190387,51612090.76855095,42239805.80943788,2136149.9243239975,567989.0,36030290.81312597,305005,1223,55825730,0.9076106841773498,0.06975939230888696,0.00826731688058535,0.003669616142950571,0.0005186676466210115,35423,2026-06-29,1120436558.3272614,901434392.4984128,548809007.0696847,2.155413324893973,26072.25,29131.76923076923,32010.0,0.21557661083926527,2026-W27
25880135,1093450943.6341212,43981830.0,3725747.0,441260.0,307857.0,61407.0,1786010138.7764935,178907256.83428967,55275383.65335487,13967777.090216046,2763136.4589250013,3242169.0,149978194.45404136,294613,1185,51760270,0.8497218040014088,0.0719808262205742,0.008525071449588651,0.005947747181380623,0.0011863732550081365,31396,2026-07-06,1179727030.1265428,898306685.8108438,567305665.7284696,1.5724606193340516,28446.25,28771.23076923077,32310.096153846152,-0.05835083284450639,2026-W28
