date,week,wallet_type,pnl,cumulative_pnl
2023-12-04,2023-W49,one_shot,-116.674399,-41048.664626
2023-12-11,2023-W50,one_shot,-175.14421500000003,-41223.808841
2023-12-25,2023-W52,one_shot,-5642.868496000002,-46866.677337
2024-01-01,2024-W01,one_shot,-33452.070611,-80318.747948
2024-01-08,2024-W02,one_shot,-1037.7106339999996,-81356.458582
2024-01-15,2024-W03,one_shot,-926.510123,-82282.968705
2024-01-22,2024-W04,one_shot,-4868.341585,-87151.31029000001
2024-01-29,2024-W05,one_shot,-6069.925541,-93221.235831
2024-02-05,2024-W06,one_shot,-1651.692236,-94872.928067
2024-02-12,2024-W07,one_shot,-253.777355,-95126.705422
2024-02-19,2024-W08,one_shot,-740.7726839999998,-95867.47810600001
2024-02-26,2024-W09,one_shot,-123.85654,-95991.334646
2024-03-04,2024-W10,one_shot,-3553.571513,-99544.906159
2024-03-11,2024-W11,one_shot,58.930973,-99485.975186
2024-03-18,2024-W12,one_shot,-449.70999000000006,-99935.685176
2024-03-25,2024-W13,one_shot,51.736540999999946,-99883.94863500001
2024-04-01,2024-W14,one_shot,-56.74087899999989,-99940.689514
2024-04-08,2024-W15,one_shot,-1060.653827,-101001.343341
2024-04-15,2024-W16,one_shot,-774.6497550000001,-101775.993096
2024-04-22,2024-W17,one_shot,5152.118425000001,-96623.874671
2024-04-29,2024-W18,one_shot,1695.997921,-94927.87675
2024-05-06,2024-W19,one_shot,-3719.856129,-98647.732879
2024-05-13,2024-W20,one_shot,-1112.0141969999995,-99759.747076
2024-05-20,2024-W21,one_shot,-1896.686859,-101656.43393500001
2024-05-27,2024-W22,one_shot,-907.777328,-102564.211263
2024-06-03,2024-W23,one_shot,-276.9395089999998,-102841.15077200001
2024-06-10,2024-W24,one_shot,-1771.9142499999994,-104613.065022
2024-06-17,2024-W25,one_shot,-12111.067314,-116724.132336
2024-06-24,2024-W26,one_shot,-1142.684967,-117866.817303
2024-07-01,2024-W27,one_shot,-1321.538249,-119188.355552
2024-07-08,2024-W28,one_shot,-7204.173943,-126392.529495
2024-07-15,2024-W29,one_shot,-9437.164048,-135829.693543
2024-07-22,2024-W30,one_shot,5516.632122000001,-130313.061421
2024-07-29,2024-W31,one_shot,-2478.039662000001,-132791.10108300002
2024-08-05,2024-W32,one_shot,-6113.394588000001,-138904.495671
2024-08-12,2024-W33,one_shot,-6035.668068999999,-144940.16374
2024-08-19,2024-W34,one_shot,-1424.50356,-146364.6673
2024-08-26,2024-W35,one_shot,3895.217076,-142469.450224
2024-09-02,2024-W36,one_shot,-17755.177871,-160224.628095
2024-09-09,2024-W37,one_shot,-1832.321343,-162056.949438
2024-09-16,2024-W38,one_shot,-7390.146631,-169447.096069
2024-09-23,2024-W39,one_shot,1643.6466330000003,-167803.449436
2024-09-30,2024-W40,one_shot,-17715.443695000005,-185518.893131
2024-10-07,2024-W41,one_shot,-103959.841587,-289478.734718
2024-10-14,2024-W42,one_shot,-197132.657946,-486611.392664
2024-10-21,2024-W43,one_shot,-742338.102501,-1228949.495165
2024-10-28,2024-W44,one_shot,-17431.22899,-1246380.724155
2024-11-04,2024-W45,one_shot,-270492.034746,-1516872.758901
2024-11-11,2024-W46,one_shot,-10054.849976,-1526927.608877
2024-11-18,2024-W47,one_shot,-2530.897327000001,-1529458.506204
2024-11-25,2024-W48,one_shot,-17269.665722,-1546728.171926
2024-12-02,2024-W49,one_shot,-8305.923591,-1555034.095517
2024-12-09,2024-W50,one_shot,-35989.825805,-1591023.921322
2024-12-16,2024-W51,one_shot,172099.93278099998,-1418923.988541
2024-12-23,2024-W52,one_shot,137849.458721,-1281074.52982
2024-12-30,2025-W01,one_shot,-56575.773096,-1337650.302916
2025-01-06,2025-W02,one_shot,-123992.436283,-1461642.739199
2025-01-13,2025-W03,one_shot,-6262.478548000002,-1467905.217747
2025-01-20,2025-W04,one_shot,-37121.887729,-1505027.105476
2025-01-27,2025-W05,one_shot,-56286.5968,-1561313.702276
2025-02-03,2025-W06,one_shot,16292.997109000004,-1545020.705167
2025-02-10,2025-W07,one_shot,1794.699687999992,-1543226.005479
2025-02-17,2025-W08,one_shot,122417.838336,-1420808.167143
2025-02-24,2025-W09,one_shot,-56871.83291599999,-1477680.000059
2025-03-03,2025-W10,one_shot,105770.38364200002,-1371909.616417
2025-03-10,2025-W11,one_shot,145305.79513299998,-1226603.821284
2025-03-17,2025-W12,one_shot,-39991.766152,-1266595.587436
2025-03-24,2025-W13,one_shot,-61534.43552699999,-1328130.022963
2025-03-31,2025-W14,one_shot,38391.328422999984,-1289738.69454
2025-04-07,2025-W15,one_shot,-124260.09664400002,-1413998.791184
2025-04-14,2025-W16,one_shot,-116056.745654,-1530055.536838
2025-04-21,2025-W17,one_shot,154387.783727,-1375667.753111
2025-04-28,2025-W18,one_shot,119694.803234,-1255972.949877
2025-05-05,2025-W19,one_shot,25627.894087,-1230345.0557900001
2025-05-12,2025-W20,one_shot,-940.221883,-1231285.277673
2025-05-19,2025-W21,one_shot,-17506.568183000003,-1248791.845856
2025-05-26,2025-W22,one_shot,-7359.347409,-1256151.1932650001
2025-06-02,2025-W23,one_shot,-14378.408919,-1270529.602184
2025-06-09,2025-W24,one_shot,-34812.758942,-1305342.361126
2025-06-16,2025-W25,one_shot,-11475.35825,-1316817.719376
2025-06-23,2025-W26,one_shot,-21315.49567,-1338133.215046
2025-06-30,2025-W27,one_shot,11870.420721,-1326262.794325
2025-07-07,2025-W28,one_shot,-3446.5026139999995,-1329709.296939
2025-07-14,2025-W29,one_shot,-5126.719541000002,-1334836.01648
2025-07-21,2025-W30,one_shot,-7702.143610000001,-1342538.1600900001
2025-07-28,2025-W31,one_shot,-28645.11281,-1371183.2729
2025-08-04,2025-W32,one_shot,-12721.722738,-1383904.995638
2025-08-11,2025-W33,one_shot,-9690.869647,-1393595.865285
2025-08-18,2025-W34,one_shot,-6195.416795,-1399791.28208
2025-08-25,2025-W35,one_shot,-19770.63161400001,-1419561.913694
2025-09-01,2025-W36,one_shot,-46110.423024,-1465672.336718
2025-09-08,2025-W37,one_shot,-24924.567889000005,-1490596.904607
2025-09-15,2025-W38,one_shot,25201.077603,-1465395.827004
2025-09-22,2025-W39,one_shot,39195.585721,-1426200.241283
2025-09-29,2025-W40,one_shot,-18383.337651,-1444583.578934
2025-10-06,2025-W41,one_shot,-31577.589538000004,-1476161.168472
2025-10-13,2025-W42,one_shot,-15880.485034,-1492041.653506
2025-10-20,2025-W43,one_shot,-68753.78561400001,-1560795.43912
2025-10-27,2025-W44,one_shot,-25028.746964999984,-1585824.186085
2025-11-03,2025-W45,one_shot,-756.0237959999972,-1586580.209881
2025-11-10,2025-W46,one_shot,-24956.197731,-1611536.4076120001
2025-11-17,2025-W47,one_shot,-37068.403748,-1648604.81136
2025-11-24,2025-W48,one_shot,-42069.69839400001,-1690674.509754
2025-12-01,2025-W49,one_shot,5234.261925000006,-1685440.247829
2025-12-08,2025-W50,one_shot,-9964.704434,-1695404.952263
2025-12-15,2025-W51,one_shot,-70029.10694700004,-1765434.05921
2025-12-22,2025-W52,one_shot,-17222.02633,-1782656.0855400001
2025-12-29,2026-W01,one_shot,-3734.5461080000314,-1786390.631648
2026-01-05,2026-W02,one_shot,-56146.803355,-1842537.435003
2026-01-12,2026-W03,one_shot,-94373.504026,-1936910.939029
2026-01-19,2026-W04,one_shot,-44293.96798500001,-1981204.907014
2026-01-26,2026-W05,one_shot,-69723.722439,-2050928.6294530001
2026-02-02,2026-W06,one_shot,-24802.817175000004,-2075731.4466280001
2026-02-09,2026-W07,one_shot,-19467.370525,-2095198.817153
2026-02-16,2026-W08,one_shot,-8573.783818000002,-2103772.6009710003
2026-02-23,2026-W09,one_shot,323.59151900000023,-2103449.0094520003
2026-03-02,2026-W10,one_shot,-1971.8232650000016,-2105420.832717
2026-03-09,2026-W11,one_shot,-64.03723999999957,-2105484.869957
2026-03-16,2026-W12,one_shot,-5383.941471999997,-2110868.811429
2026-03-23,2026-W13,one_shot,-7012.509048999999,-2117881.320478
2026-03-30,2026-W14,one_shot,-5101.362454999991,-2122982.682933
2026-04-06,2026-W15,one_shot,3799.7527949999976,-2119182.9301380003
2026-04-13,2026-W16,one_shot,-1107.435146,-2120290.365284
2026-04-20,2026-W17,one_shot,-1279.556525,-2121569.921809
2023-03-06,2023-W10,sophisticated,-72540.1058,-72540.1058
2023-03-13,2023-W11,sophisticated,-95665.225793,-168205.331593
2023-03-20,2023-W12,sophisticated,180949.044752,12743.713158999977
2023-03-27,2023-W13,sophisticated,-10118.914825999998,2624.798332999979
2023-06-19,2023-W25,sophisticated,26507.155226000003,29131.95355899998
2023-07-24,2023-W30,sophisticated,-21060.602774,8071.3507849999805
2023-07-31,2023-W31,sophisticated,-17532.064673,-9460.71388800002
2023-08-07,2023-W32,sophisticated,-28779.409839,-38240.12372700002
2023-10-02,2023-W40,sophisticated,-11273.895489,-49514.01921600002
2023-10-09,2023-W41,sophisticated,-438.1629630000032,-49952.182179000025
2023-10-16,2023-W42,sophisticated,-70834.408233,-120786.59041200002
2023-10-23,2023-W43,sophisticated,-5817.580571,-126604.17098300002
2023-10-30,2023-W44,sophisticated,-41564.668009,-168168.83899200003
2023-11-13,2023-W46,sophisticated,17611.741093,-150557.09789900001
2023-11-27,2023-W48,sophisticated,311.923635,-150245.17426400003
2023-12-04,2023-W49,sophisticated,2303.133805,-147942.040459
2023-12-11,2023-W50,sophisticated,2303.215642,-145638.82481700002
2023-12-25,2023-W52,sophisticated,4784.589568999998,-140854.235248
2024-01-01,2024-W01,sophisticated,202093.981988,61239.74674
2024-01-08,2024-W02,sophisticated,-235521.127255,-174281.380515
2024-01-15,2024-W03,sophisticated,-65884.45100399999,-240165.831519
2024-01-22,2024-W04,sophisticated,-109079.879795,-349245.71131399996
2024-01-29,2024-W05,sophisticated,69562.497425,-279683.213889
2024-02-05,2024-W06,sophisticated,285074.05648,5390.842591000022
2024-02-12,2024-W07,sophisticated,-83032.65370499999,-77641.81111399997
2024-02-19,2024-W08,sophisticated,-50006.428115,-127648.23922899997
2024-02-26,2024-W09,sophisticated,-139723.2429,-267371.482129
2024-03-04,2024-W10,sophisticated,-23220.717257999997,-290592.199387
2024-03-11,2024-W11,sophisticated,-96683.443021,-387275.64240799996
2024-03-18,2024-W12,sophisticated,-99167.48457199996,-486443.12697999994
2024-03-25,2024-W13,sophisticated,-31363.587514000006,-517806.71449399996
2024-04-01,2024-W14,sophisticated,2082.1596160000017,-515724.55487799994
2024-04-08,2024-W15,sophisticated,-237058.852703,-752783.4075809999
2024-04-15,2024-W16,sophisticated,185730.893264,-567052.5143169999
2024-04-22,2024-W17,sophisticated,186442.982529,-380609.5317879999
2024-04-29,2024-W18,sophisticated,351714.066593,-28895.46519499994
2024-05-06,2024-W19,sophisticated,-33075.29187000001,-61970.75706499995
2024-05-13,2024-W20,sophisticated,-15726.252796000002,-77697.00986099995
2024-05-20,2024-W21,sophisticated,671593.68669,593896.676829
2024-05-27,2024-W22,sophisticated,425865.233006,1019761.909835
2024-06-03,2024-W23,sophisticated,-24564.727407,995197.182428
2024-06-10,2024-W24,sophisticated,-333112.896215,662084.286213
2024-06-17,2024-W25,sophisticated,87318.604062,749402.8902749999
2024-06-24,2024-W26,sophisticated,-538931.998536,210470.89173899987
2024-07-01,2024-W27,sophisticated,-268850.669201,-58379.777462000144
2024-07-08,2024-W28,sophisticated,-1371628.020342,-1430007.7978040003
2024-07-15,2024-W29,sophisticated,-586740.048614,-2016747.846418
2024-07-22,2024-W30,sophisticated,-387397.249586,-2404145.096004
2024-07-29,2024-W31,sophisticated,-1008858.996192,-3413004.092196
2024-08-05,2024-W32,sophisticated,-127576.69362199996,-3540580.785818
2024-08-12,2024-W33,sophisticated,-486821.956877,-4027402.742695
2024-08-19,2024-W34,sophisticated,-466025.737274,-4493428.479969
2024-08-26,2024-W35,sophisticated,568501.6351129999,-3924926.844856
2024-09-02,2024-W36,sophisticated,-830510.16992,-4755437.014776
2024-09-09,2024-W37,sophisticated,-497892.001671,-5253329.016447
2024-09-16,2024-W38,sophisticated,-510237.609855,-5763566.626302
2024-09-23,2024-W39,sophisticated,-303893.795467,-6067460.421769
2024-09-30,2024-W40,sophisticated,-672573.237337,-6740033.659106
2024-10-07,2024-W41,sophisticated,-2336489.718022,-9076523.377128
2024-10-14,2024-W42,sophisticated,-1721358.31081,-10797881.687938
2024-10-21,2024-W43,sophisticated,-1331632.868345,-12129514.556283
2024-10-28,2024-W44,sophisticated,-479312.20404,-12608826.760323
2024-11-04,2024-W45,sophisticated,-105924.76716300004,-12714751.527486
2024-11-11,2024-W46,sophisticated,-351202.62789500004,-13065954.155381
2024-11-18,2024-W47,sophisticated,-91207.512339,-13157161.66772
2024-11-25,2024-W48,sophisticated,-437235.386184,-13594397.053904
2024-12-02,2024-W49,sophisticated,-523727.178737,-14118124.232641
2024-12-09,2024-W50,sophisticated,-313645.383212,-14431769.615853
2024-12-16,2024-W51,sophisticated,-5989.903610999972,-14437759.519464
2024-12-23,2024-W52,sophisticated,-706983.600744,-15144743.120208
2024-12-30,2025-W01,sophisticated,-374757.93981,-15519501.060018
2025-01-06,2025-W02,sophisticated,-777150.448306,-16296651.508324001
2025-01-13,2025-W03,sophisticated,-373199.93155200005,-16669851.439876
2025-01-20,2025-W04,sophisticated,-421744.842645,-17091596.282521002
2025-01-27,2025-W05,sophisticated,-763402.1596319999,-17854998.442153
2025-02-03,2025-W06,sophisticated,-227327.50506599995,-18082325.947219
2025-02-10,2025-W07,sophisticated,-2293.682210999976,-18084619.62943
2025-02-17,2025-W08,sophisticated,-609188.539322,-18693808.168752
2025-02-24,2025-W09,sophisticated,12945.599817999988,-18680862.568934
2025-03-03,2025-W10,sophisticated,-56483.461786,-18737346.03072
2025-03-10,2025-W11,sophisticated,-717020.0958390001,-19454366.126559
2025-03-17,2025-W12,sophisticated,-97743.49705400004,-19552109.623613
2025-03-24,2025-W13,sophisticated,-712336.062539,-20264445.686152
2025-03-31,2025-W14,sophisticated,-477304.702592,-20741750.388744
2025-04-07,2025-W15,sophisticated,-385487.269992,-21127237.658736
2025-04-14,2025-W16,sophisticated,297983.4002820001,-20829254.258454
2025-04-21,2025-W17,sophisticated,414461.293721,-20414792.964733
2025-04-28,2025-W18,sophisticated,1415521.46562,-18999271.499113
2025-05-05,2025-W19,sophisticated,147349.13577400002,-18851922.363339
2025-05-12,2025-W20,sophisticated,85595.936528,-18766326.426811
2025-05-19,2025-W21,sophisticated,137627.562265,-18628698.864546
2025-05-26,2025-W22,sophisticated,-150522.684783,-18779221.549329
2025-06-02,2025-W23,sophisticated,-346152.95938699995,-19125374.508716
2025-06-09,2025-W24,sophisticated,-1122095.648268,-20247470.156984
2025-06-16,2025-W25,sophisticated,-706476.767586,-20953946.92457
2025-06-23,2025-W26,sophisticated,-389865.629721,-21343812.554291
2025-06-30,2025-W27,sophisticated,-623568.961456,-21967381.515747
2025-07-07,2025-W28,sophisticated,39505.122969,-21927876.392778
2025-07-14,2025-W29,sophisticated,-123444.95846499996,-22051321.351243
2025-07-21,2025-W30,sophisticated,-324153.844857,-22375475.1961
2025-07-28,2025-W31,sophisticated,-391760.904854,-22767236.100954
2025-08-04,2025-W32,sophisticated,-485354.820136,-23252590.92109
2025-08-11,2025-W33,sophisticated,-405601.201963,-23658192.123053
2025-08-18,2025-W34,sophisticated,-374502.662607,-24032694.78566
2025-08-25,2025-W35,sophisticated,-646409.495767,-24679104.281427
2025-09-01,2025-W36,sophisticated,-48136.45006600003,-24727240.731493
2025-09-08,2025-W37,sophisticated,-502598.378792,-25229839.110285
2025-09-15,2025-W38,sophisticated,-895984.747069,-26125823.857354
2025-09-22,2025-W39,sophisticated,-519562.710344,-26645386.567698
2025-09-29,2025-W40,sophisticated,-1171120.619363,-27816507.187061
2025-10-06,2025-W41,sophisticated,356828.59711900004,-27459678.589942
2025-10-13,2025-W42,sophisticated,-724874.2062,-28184552.796142
2025-10-20,2025-W43,sophisticated,-350948.708128,-28535501.50427
2025-10-27,2025-W44,sophisticated,-895491.579665,-29430993.083935
2025-11-03,2025-W45,sophisticated,-278936.955451,-29709930.039386
2025-11-10,2025-W46,sophisticated,-457554.977916,-30167485.017302
2025-11-17,2025-W47,sophisticated,-1030578.542555,-31198063.559857
2025-11-24,2025-W48,sophisticated,-214839.936201,-31412903.496058
2025-12-01,2025-W49,sophisticated,-1158852.2827920003,-32571755.77885
2025-12-08,2025-W50,sophisticated,-893004.881973,-33464760.660823
2025-12-15,2025-W51,sophisticated,-628543.432462,-34093304.093285
2025-12-22,2025-W52,sophisticated,-1436020.533458,-35529324.626743004
2025-12-29,2026-W01,sophisticated,-1257220.732245,-36786545.358988
2026-01-05,2026-W02,sophisticated,-435917.73937,-37222463.098358
2026-01-12,2026-W03,sophisticated,-935113.163932,-38157576.26229
2026-01-19,2026-W04,sophisticated,182306.871563,-37975269.390727
2026-01-26,2026-W05,sophisticated,153208.70540400007,-37822060.685323
2026-02-02,2026-W06,sophisticated,85501.07286899998,-37736559.612454
2026-02-09,2026-W07,sophisticated,-184799.880712,-37921359.493166
2026-02-16,2026-W08,sophisticated,98771.985924,-37822587.507242
2026-02-23,2026-W09,sophisticated,195623.209831,-37626964.297411
2026-03-02,2026-W10,sophisticated,-255542.525527,-37882506.822938
2026-03-09,2026-W11,sophisticated,-72609.886106,-37955116.709044
2026-03-16,2026-W12,sophisticated,-38140.16958100002,-37993256.878625
2026-03-23,2026-W13,sophisticated,-105682.83918199998,-38098939.717807
2026-03-30,2026-W14,sophisticated,18489.14959099999,-38080450.568216
2026-04-06,2026-W15,sophisticated,46578.708127,-38033871.860089004
2026-04-13,2026-W16,sophisticated,-91114.81731,-38124986.677399
2026-04-20,2026-W17,sophisticated,7413.388051999998,-38117573.289347
